c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.527792432948408,0.7051318693452427,0.00019400493852196184,3.0967899279756396e-09,1.7680279005987585,3.8756787278303917,14.009431666952775,13.955546495752678
