c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
8.400655476470444,-0.004166973844659256,-5.3816104545806393e-05,0.007540750787925038,-0.0009892764458468795,2.203555820974664,-2.9171767402978454e-09,13.964248386468824,13.922785388823815
