train set,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,flores,8.386210041611807,-3.0708895550881585e-09,0.007021506973352648,0.03791403614982842,5.775233398771372,6.323030879185743
gov,bible,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.24718962984459,9.400364122597832e-06,-2.888196391113299e-05,-1.9709272692958244e-09,10.081606579592144,10.209887083967239
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,19.85897740540817,4.750269500175903,0.006968908078123436,-5.557581082372442e-09,7.666119053155296,7.923433677016259
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
