language to,c0,c1,c2,rmse,kfold rmse
ka,26.62077504547073,0.07830566855366508,-58.94125168165215,4.013364546701243,4.062538618788029
gu,32.33245143090069,0.05389661128738675,-62.46046700342985,4.567990338817906,4.637816877277606
hi,33.777715652109706,0.05400724792242237,-69.52907539901754,3.144590752121715,3.1810052129703346
si,41.578643112705095,0.04318993957449446,-81.83279070327679,4.803752264489557,4.842459892741486
ta,31.927700973716057,0.05430881939447478,-64.15678784469863,4.181675484889639,4.230234674002792
