c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.0956006954137578e-06,-0.6820749603004177,-1.1054939877769716,-3.795670654054982e-06,-3.1363443673938245e-07,-1.3045651654858212,13.864735702919244,13.786492829465674
