train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,rmse,kfold rmse
cc_align,25,gov,1,flores,0.025811437924156733,-7.704391776412496,1.26597202016559,2.9741571125232658,1.739824557041621,2.2801829501630766
cc_align,25,gov,1,bible,0.7030644712744818,10.853215584590972,1.673934374081532,-1.031549036871291,0.6939592340822648,0.7209908504788185
cc_align,25,gov,1,gov,23.80817176186091,24.707825786366822,0.22760259872796754,6.038952549358796,1.8103357701532523,2.0711468897254424
cc_align,25,gov,10,flores,0.05990660775431599,-7.434436613373272,1.3078946460820058,2.7337587479257097,2.0139280133036,3.239153280907023
cc_align,25,gov,10,bible,1.1703487336942704,9.90860814814472,1.6415248736785217,-1.8115292051656047,0.7425273591033301,0.7427130076073141
cc_align,25,gov,10,gov,29.513427035822662,6.735879986933092,0.03622368794070928,4.1709427109127075,1.8410758328788446,2.049656238229203
cc_align,25,gov,25,flores,0.08509399963582158,-7.112693053537602,1.3138156183400225,2.729570698292582,1.9078928497997838,3.3147436173812195
cc_align,25,gov,25,bible,1.627660813926955,10.10391576799223,1.6637617139978285,-1.33249080905838,0.8771584684202405,0.8771620293172329
cc_align,25,gov,25,gov,32.54277994900774,6.363564223624023,0.048256690330300535,4.080699715308929,1.9657230761127025,2.1969266449245426
cc_align,25,gov,50,flores,2.0036166648603215,-0.8615605693716165,-1.2444304091770946,-2.797986978597525,1.2126162891892657e-09,0.07462104826434109
cc_align,25,gov,50,bible,1.5612803372410493,8.33411930914371,1.7576866652486454,-1.6327347494187945,0.1488455288259087,0.42682830825881835
cc_align,25,gov,50,gov,33.542749503842714,7.972829654817185,-0.008066931412351356,3.75725304293707,2.2372120858370663,5.658021677581554
cc_align,25,bible,1,flores,0.7709001138847014,10.30152166366248,1.6149235300499534,-1.6780974105864153,0.5983823260844481,0.6092394872949572
cc_align,25,bible,1,bible,14.021503063195349,4.8406104132533265,-0.09835333952910474,4.509597353792545,2.054067483609536,2.0759311072413906
cc_align,25,bible,1,gov,4.273137903992395e-05,-13.739788862460868,1.2029499432142796,3.1234161930832816,0.3506053784242614,0.35222051515366215
cc_align,25,bible,10,flores,1.473824918015936,10.896034023471799,1.663840320191094,-1.3033178881982226,0.81642916746659,0.8483708939359662
cc_align,25,bible,10,bible,19.86993771352749,4.209958846523916,-0.16503382488069687,4.212286186204519,2.2751927885734196,2.2758105038100385
cc_align,25,bible,10,gov,1.0498474554823949,11.011090843326336,1.6454509085660007,-0.7920056387008135,0.8262089158976402,0.8766119795286847
cc_align,25,bible,25,flores,1.732082490532284,10.724948392550408,1.6783474534714218,-1.080078278007847,0.8700888230321799,0.8830298225030527
cc_align,25,bible,25,bible,22.390567287481467,4.010626149849911,-0.18029501991748428,4.237316704451282,2.082245994982152,2.0843820570190656
cc_align,25,bible,25,gov,1.296990423580542,10.928802518841241,1.6534630715853986,-0.7071713004889044,0.8728408157944909,0.9155448068032425
cc_align,100,gov,1,flores,0.0505152105203432,-7.006712049204423,1.272666997275453,3.056855290819896,1.4153523153651013,2.0171120525620347
cc_align,100,gov,1,bible,0.8239434475831187,10.998501474270693,1.6653737772805843,-1.1126898768188898,0.6614772673878755,0.6953345433849224
cc_align,100,gov,1,gov,23.438485364964766,27.126183782179176,0.11765165288159664,5.890023365378376,1.3782250489281533,1.5254112202563415
cc_align,100,gov,10,flores,0.1647125157336721,-6.1766519670850775,1.3085683289534125,2.876925279149298,2.0378995793850594,3.10682382055166
cc_align,100,gov,10,bible,2.0928044348597923,10.189686279100568,1.6556010574321876,-0.6451539715788535,0.8089666791337067,0.8108510623141162
cc_align,100,gov,10,gov,30.215922957984393,6.196985926628947,0.0479632612391572,4.20853714658214,1.8575286498984416,2.0168794628410884
cc_align,100,gov,25,flores,0.2129387027160214,-5.968740916284484,1.3244746769743954,2.7807689194653964,1.7121775740936258,1.764560907228857
cc_align,100,gov,25,bible,2.377759560953727,9.913078192846509,1.6725088184905181,-0.635418210300269,0.8095777214104799,0.810951074083298
cc_align,100,gov,25,gov,32.68443529866568,5.5363406524079934,0.049287627557217176,4.065135428826299,2.039779292847247,2.1909066721446733
cc_align,100,gov,50,flores,2.188552595425247,-1.0740432006561433,-1.0916375609601705,-2.921988839847555,2.742472923875496e-08,1.5447723359507801
cc_align,100,gov,50,bible,1.6037545837190852,0.6757903196184281,1.5648655615870017,-1.4454471362056018,1.49842647446002e-08,0.6450552762446637
cc_align,100,gov,50,gov,33.91265637898661,7.980150900998356,0.003359660503836861,3.75800846014895,2.407431206561915,6.272663495761855
cc_align,100,bible,1,flores,0.8393751759434631,10.360945800981927,1.6237555705813482,-1.7512315779472434,0.5693938723390074,0.5793478176893213
cc_align,100,bible,1,bible,13.756009796185447,4.644679749635716,-0.16291869288397648,4.354125906972911,1.9600765440364514,1.976314640115854
cc_align,100,bible,1,gov,0.00015392633761983183,-12.271791678085672,1.2728614804514529,2.8776961277885316,0.4013664853655677,0.4915091014534843
cc_align,100,bible,10,flores,1.9758081529004268,10.74215900478734,1.6802556045788093,-0.9426103133655138,0.8260885355989783,0.8409503991288194
cc_align,100,bible,10,bible,20.33197479687369,4.230428667154236,-0.15229678729066584,4.1735133115148875,2.318599458064607,2.319672129735696
cc_align,100,bible,10,gov,1.5424196469736189,10.88257329309511,1.6669175310113005,-0.350189177263027,0.826986787749613,0.8579174178384864
cc_align,100,bible,25,flores,2.378489677052809,10.75044053952222,1.6815280361622909,-0.6638075901283802,1.000744726157618,1.0140606543305932
cc_align,100,bible,25,bible,22.297600478751697,4.004189279645085,-0.20400128015284372,4.244914114527552,2.099724507230304,2.101983845600895
cc_align,100,bible,25,gov,2.007831769522628,10.785881434308562,1.6864284316132505,0.11482345454689996,0.9103324147380328,0.9268388316535243
gov,25,bible,1,flores,0.0003770553545088883,-11.729971568975046,1.3563462994523177,2.167169313908473,0.6412536003077912,0.7898177588663494
gov,25,bible,1,bible,13.149334414109223,5.800042665985015,-0.2177917846155063,4.295554189435794,1.5071464572807636,1.5837182812383634
gov,25,bible,1,gov,0.0008919732398460583,-10.636866613367777,1.3369198377429363,2.1891553116833933,0.6315947851565077,0.7807449969695022
gov,25,bible,10,flores,0.005272866855423432,-8.843065768564717,1.3373394889075776,2.397265217229318,1.0488362955160782,1.2735487092860405
gov,25,bible,10,bible,19.33449255780843,4.481868478574638,-0.21668658936863539,4.111107647730475,2.258745280961235,2.2739932765205055
gov,25,bible,10,gov,14.67550102739883,37.23920907140458,1.308466828427428,14.727475359722112,1.195575706805591,1.6306465150320288
gov,25,bible,25,flores,0.008543836033899873,-8.29354836469508,1.3337599312842863,2.1534112101602854,1.31710003940775,1.480159068152142
gov,25,bible,25,bible,21.75073798788568,4.0377132310243224,-0.2319525347266583,4.3097526771992465,1.9462322591985983,1.9470728292721713
gov,25,bible,25,gov,17.898816944768523,26.66970461184829,1.4258578371198194,20.40113524723832,1.3435102166033008,1.753680962079468
gov,1,bible,1,flores,0.0004002772492378274,-11.35921259768227,1.3155794981929434,2.078780656446911,0.7863022392060925,0.8536003124034633
gov,1,bible,1,bible,13.193502869889807,5.311032468724115,-0.08730197480765486,4.573831981291612,2.2369902370450605,2.280262448249661
