train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.657848181456089,4.794529270267916e-06,-0.001205828890879887,-1.5417598938262422e-09,8.518124076912189,8.456479059904298
10,10.826030140281523,2.0323875602433863e-05,4.007345289163981e-05,-1.1939292362493048e-09,13.778058042885467,13.714772834795077
25,12.738481087684514,5.623918238150476e-09,0.012101372956293072,0.04693445435096021,15.373146153711318,15.329061228166388
50,16.62623814603438,6.842342061862645e-09,-0.01823353815236153,-0.061027767886024084,17.483100395392903,18.05964519055934
