model,pareto,rawlsian,flores-ka,flores-gu,flores-hi,flores-si,flores-ta,bible-ka,bible-gu,bible-hi,bible-si,bible-ta,gov-ka,gov-gu,gov-hi,gov-si,gov-ta
linear,True,False,5.0807361652479,6.6780186005588895,5.386288541154644,3.4530143980897785,2.5632477046494064,11.51148938824573,10.811537350805793,12.765155976025325,16.298285107315998,12.982148273053744,14.57013851348035,16.173072398734515,13.694124512094865,18.14595643147855,15.127154359416794
poly2,True,False,5.20104093800292,6.999445542233132,6.281730152840298,4.056086129381835,3.084757917937263,12.187174745670092,11.51983261356053,11.877031350870194,15.339476159048312,12.103082113235043,15.35747587931882,17.255009272011808,15.099765934843484,20.204330022335707,16.748823913142463
poly3,False,False,5.215808731872997,7.003717310328842,14.63308103378769,7.215808541940708,4.518276298837914,12.203355419598727,11.526447380422836,46.237334915617495,53.13356058715259,40.19352883786195,15.36991828191311,17.28287428783726,46.650435897634445,48.15279868876524,44.59664882572397
exp,True,True,5.225574354865199,6.755129434355921,5.383011607796203,3.5096739924996605,2.600768915382073,11.57314481888642,10.837622089054385,12.95421520376597,16.51834508753719,13.198205692844844,14.697729607465098,16.176770715136666,13.549461540847066,17.969561565492196,14.941753962272331
log,True,False,4.755969943975411,6.408436649666848,5.833197843039214,3.717762391179292,2.9511725097315407,11.18626156439654,10.59693003104212,12.725510536627471,16.360849882230646,12.935371138752163,14.045920672085948,15.880805368915505,14.480340775758131,19.286615493726156,16.08280377148827
power,True,False,5.003664256103167,6.498556465484185,5.6248850248221895,3.5662073334833617,2.708780495664578,11.31936751896833,10.63067602697145,12.703397708822775,16.322155059865448,12.918148090402797,14.65159858583434,15.930465258378655,14.277644164583496,18.82737109460297,15.751040921104416
hmult,True,False,4.953120257760523,6.573519845581764,5.454624412878029,3.495406299504217,2.656194276501686,11.370401939091302,10.702198740743974,12.671251249828172,16.255817575264167,12.899265266958125,14.401668458745691,15.98918058602945,14.084337175548388,18.201620783692547,15.439053776075824
scaling,True,False,4.959175028577238,6.507990303028955,5.671763165961402,3.6026949822463115,2.741030962503,11.337350363891012,10.678857482738335,12.680347077299272,16.31501790771976,12.89407942911347,14.637452605093252,16.033787526848872,14.32595293231746,18.933992530122143,15.8179473668856
