train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,2.240069498251046,-1.1219760389056647e-09,0.00017973873669844222,2.062113294999436e-06,3.2398306688907708,3.2238477016412324
gov,1,bible,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,15.944408783418265,-0.09668048243829745,1.4107689729727179e-14,-0.031753711279398925,4.968581433741146,4.472306617821534
gov,10,flores,9.269582427502408,8.2964731535391e-05,7.082710076535157e-05,2.0856319670525126e-07,4.294285420258144,3.7568026724037065
gov,10,bible,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,31.43468250823454,-5.363244328600151e-10,0.5322791197663478,1.9216473533274147e-06,4.708837511712102,4.790578456219572
gov,25,flores,6.666901471526977,2.1252537229005267e-07,5.401613543941462,-7.463227079670337e-10,4.775657676436428,4.128597680923746
gov,25,bible,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,30.681099442517002,0.00026847648824703544,5.591071510874916,2.7279128143790305e-08,5.288187259879182,4.554260131622873
gov,50,flores,5.861412061960939,1.3671414384829483,5.0449150154426965,-3.056284301692462e-09,4.618246984534136,3.8246557015237506
gov,50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.277367284611685,0.0003501071222649532,9.91566555186126e-10,-2.1369445652418033e-05,6.149785275260446,5.6302060749636365
bible,1,flores,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,13.515204294283624,0.01242449832142062,0.014599124890716375,-2.236910267446429e-09,4.636623016762317,3.772322839012514
bible,1,gov,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,14.155782749002306,7.830469326845882e-09,11.32118941100086,1.1453888656248905e-06,4.8137450020149055,5.082656953001311
bible,10,gov,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,14.616129797564632,4.30257912511454,12.788524804544341,-1.1365711489493306e-09,4.821646712128121,4.889922484928297
bible,25,gov,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
