train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.4948607481222096,-2.3733436504563463,-4.250222924955931e-09,8.46386728827358,8.58991882805587
1,gov,1.532989874887308,-2.49191652896378,-6.701384719478456e-09,9.692312034179281,9.68994478488499
10,flores,1.2433385859299035,-2.3094802494986686,-1.5698465852082083e-08,5.287566533856203,5.265471400530635
10,bible,1.7386489548480124,-2.903797948281787,-5.893394105607063e-08,13.1843634469768,13.293582847493301
10,gov,2.0529088356526732,-2.9450961993878617,-4.919876931405237e-09,17.11276916853292,17.124585499474364
25,flores,1.213874691708472,-2.6197115805325457,-3.3385406402538658e-09,6.332811860409108,6.325343826493705
25,bible,1.8734267540134124,-3.0029812116612886,-7.018241136550089e-09,15.029640784231388,15.13863503685293
25,gov,2.245557205701017,-2.968348811012031,-6.839756728553968e-08,19.016528634168562,18.956714520411868
50,flores,0.9502744762251228,-3.7781933845678237,-1.8985392571444906e-09,1.6936478982893155,1.763597181220032
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,7.168841473432945,-2.4459427553252366,-5.661689646497699e-09,8.013901106009252,7.9282264453549045
