train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,9.727373325051245,3.889307002898879,-4.766146164867424e-09,14.73659485567226,14.804744956813186
bible,7.039533675678044,-3.3930600123082775e-10,4.266466894053923e-08,12.27552481624492,12.298292889063198
