train set,c0,c1,c2,c3,rmse,kfold rmse
gov,12.455850195603004,4.660419527363176e-09,0.06012849227150034,-0.11739743915997845,14.72559856553663,14.79465176781791
bible,7.039727749623191,3.1079664036567104e-09,3.969956734860275e-08,-1.6950986713935974e-07,12.275485290170392,12.412017710839143
