train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,5.107641334314694,2.9751035214868344
gov,1,bible,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,12.86938433070711,-4.7928408130049005e-09,5.287807926039505,-0.057459883635685605,4.503398121472104,5.098086428525049
gov,10,flores,9.25340941325748,-0.0002061369933441196,0.013359519936304461,-2.163737949850733e-09,4.299051278613292,3.9440488067478277
gov,10,bible,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,24.1208193743974,-4.615880430221316e-09,11.322809263020687,-0.002688515139227874,4.293538303922679,3.7791161586710644
gov,25,flores,11.780195784742757,-1.0231424785474354e-09,1.7391595693886052e-06,4.059483299188094e-08,4.6258637736118935,4.144053703659455
gov,25,bible,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,36.074072572674034,9.018243504381557e-10,0.0036238849358960516,0.0016155922246968428,5.111220709676415,4.570455947830287
gov,50,flores,8.405302633899888,-6.251069584931554e-10,3.5580981098901567,-0.19699355216196301,4.985906735769115,3.623344021648603
gov,50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.492342528396726,-4.903807843770351e-09,0.2784094623706606,-3.0378365410052686e-05,5.939349443122375,4.455406521871502
bible,1,flores,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,13.578169685518503,-0.0011758994703608139,-1.951286881527025e-10,0.010417030086372072,4.60311129675582,3.9808133631768214
bible,1,gov,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,18.924258956383845,-6.525943245125026e-09,8.914792745804052,-0.19122217916732345,4.225460170519481,4.133505986304309
bible,10,gov,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,22.11444103394558,-4.37653925815733e-09,10.248688787139844,0.0005133458815571599,4.295343911686772,5.055322297444233
bible,25,gov,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
