train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,loo rmse
cc_align,25,gov,1,flores,-529.7645540102682,2533.753912605873,-2697.021062516195,109.463346364177,-222.63550098153956,1.3171137551971724e-11,2.3126287625879227
cc_align,25,gov,1,bible,-181.1652040999299,754.2374098596002,-800.8542133470191,97.31762766122029,-113.17814939655648,1.1991281392846264e-13,0.7020110269410876
cc_align,25,gov,1,gov,-34.875336920008905,1245.8052577001836,-1305.1125307869002,-593.5036218996827,381.41747378874015,4.313292893919023e-14,0.9810277025994878
cc_align,25,gov,10,flores,-1024.6300248166788,3974.908392967605,-4246.8790737837235,756.5415699948195,-774.4903381269385,5.259867441287016e-11,3.764612517951869
cc_align,25,gov,10,bible,-38.21749188081175,452.41249638086845,-472.0398681320496,-138.4448040299529,68.4255184867825,1.3595564688857885e-13,0.373819651285529
cc_align,25,gov,10,gov,52.32423355027138,796.3930737626536,-841.4440224181926,-570.8944480231638,410.7154302324914,2.6618812444524164e-13,0.5836969117382625
cc_align,25,gov,25,flores,-1089.2153198626443,4081.59329984433,-4364.987564050181,892.2560640721384,-879.3209094051631,5.372942331292386e-11,3.892918279376003
cc_align,25,gov,25,bible,-62.99333265356979,533.9696253342711,-557.347017457398,-112.52752525905663,44.9838311215944,6.129193401663445e-13,0.4526000437175819
cc_align,25,gov,25,gov,31.405197830252977,828.4323548043636,-877.5399040736829,-525.8240445341121,383.0868425904894,3.382064001162579e-13,0.6227681626944586
cc_align,25,gov,50,flores,32.224605916461705,-6.964831870148136,-12.06051275181979,-2.9732567337980944,-18.55204613259792,4.513468584822108e-11,1.7670397280220616
cc_align,25,gov,50,bible,5.779485817895931,1.852655957667471,0.6134955764630483,-1.495885422417316,-4.898689089498806,1.2931094399014181e-08,0.39806926494282163
cc_align,25,gov,50,gov,13.025295034355452,-9.112308270905746,-13.119659478755956,28.620575352265778,34.079393700891735,2.075128567387709e-08,3.818845745500696
cc_align,25,bible,1,flores,-76.77776818378983,513.2929448918213,-541.0344074178527,-66.31981798638651,16.537039318707688,7.631096925500063e-13,0.4465608521889868
cc_align,25,bible,1,bible,370.8051542256338,-8.349072218553836,25.960215799230486,-1058.1416398166382,782.8357120982945,8.520337753045695e-13,0.2531449072263567
cc_align,25,bible,1,gov,-77.57366188478531,442.0743143649703,-469.1598777650135,-23.898489235743707,-9.18573915888758,1.7998448497671583e-12,0.39332442785497834
cc_align,25,bible,10,flores,-203.09329342613253,891.9101144959651,-946.1466532990573,88.56405283880066,-116.47293969202056,3.061631178326586e-12,0.8238243576426545
