language to,c0,c1,rmse,loo rmse
ka,10.255584645646858,0.030926898659341097,11.182054013454827,11.185398070969532
gu,15.31217842065778,-0.01207872273177831,10.842078652663751,10.84547075813224
hi,15.275021065015734,-0.01396722832145993,11.789717463749511,11.791425343652806
si,16.55065041287666,-0.014720993131230589,16.011017020641766,16.014122318151898
ta,13.783654568520525,-0.010315491517530865,12.87320230755109,12.875766710291936
