train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,44.73217919554765,-12.909618340998717,36.123059080786696,8.56871663305012,-16.88180940028394,-38.06670714124711,-18.29686835628504,3.9633340115415595e-09,0.5926950280080685
gov,1,bible,15.134975457989565,-1.9804401738839916,-5.138621176623861,2.6014769383982146,-3.2799048696099566,-5.251658010551577,-12.423190407263538,4.247034722354893e-10,0.486922995124873
gov,1,gov,49.77119909366789,20.98434760570437,10.347568334127393,28.25729708680341,-12.422142828091916,-73.18442136881245,45.21034873990054,8.239924446739141e-09,3.5892315427275867
gov,10,flores,82.7040028157303,9.221176333952512,-35.93510026472531,-14.179061415726075,-21.807318978349294,-13.234205743895345,-65.84453722180498,1.2831525227864384e-08,3.0456387533922196
gov,10,bible,23.354683655544836,-11.874945493425013,21.11967873493709,2.4781492632750366,-9.112506601230585,-11.745288996254619,-23.033195204463116,2.056901707405166e-09,0.7264453711080241
gov,10,gov,12.878474517252444,30.69961901415875,16.20181219172417,-7.900476878119374,33.032606706869785,-33.87767019895372,25.739215196243233,5.698359721095728e-10,1.6973425925275438
gov,25,flores,98.79672605582074,125.95019038894446,-187.1870058224308,-41.36121010846567,-51.06698265640455,10.330068301102115,-55.15416499139409,2.2634401295235732e-10,3.5368086734939452
gov,25,bible,34.93094538784915,-29.587130647912787,10.05014618216301,11.120064368516633,-2.1836150316734706,-18.173704652195273,-18.79429893335638,3.407399552167688e-09,0.6446796424080097
gov,25,gov,-1.4157999993323083,106.8760099379674,-14.893012598471838,-35.361475056732694,19.48675778380889,-18.640660330237125,19.681709306718957,1.0695012451415671e-09,0.041514942820240444
gov,50,flores,22.710532786174376,-8.334963960968455,9.879310484459554,-23.15789583777847,-24.087027478394976,9.177121596957656,24.328806472972452,7.662486969228768e-09,0.4139208722931236
gov,50,bible,1.8598170298393457,-8.988279169592413,-0.2881780720725731,-7.106718669561846,-2.6493830000709195,10.281181422157555,2.297785931064357,7.165486899916139e-10,0.12881419112112819
gov,50,gov,5.578086829660245,57.459763566002295,-21.453390397829303,-28.53980153077322,50.92726873808106,-6.164154578870052,-5.652090286130056,6.258430187491961e-09,6.4521354798872155
bible,1,flores,18.204557645825364,-14.121273274106517,-8.509823257743324,8.206476739218239,2.151438432997418,-11.149609738730932,0.7252420737176013,3.5687079812593467e-10,0.11266484619691902
bible,1,bible,32.04238199119818,16.606766538054593,21.27345222332633,7.746498010250931,0.8066805582718807,-65.05562894167144,59.26125365862415,4.87739280507588e-09,4.9634765206460205
bible,1,gov,6.465932877769389,3.3244642693522075,3.6818097271588415,-0.2525838924020615,-5.411053751114086,-4.476872877541352,-3.8607633410514106,6.285307137927068e-10,0.33291000975240437
bible,10,flores,34.50004390127095,-40.689960770921736,-22.419378173275977,15.653773065658294,15.159428425457984,-14.386563027226817,-6.309807800236904,4.359267697884169e-10,0.5599075599770816
bible,10,bible,35.24634660130227,-16.811279426189152,11.000942816772564,7.93167736592197,36.30368208043932,-60.26145098286754,65.49910028475261,6.727575062836234e-11,1.623916330535908
bible,10,gov,6.068663302141499,5.439064332193065,23.720446532306152,-2.384325057914268,-11.09517146197084,-5.5783372529501305,-14.284147853431223,1.910236085140035e-12,0.104209152605331
bible,25,flores,20.76090482668877,-10.287810026342042,-7.443865138394176,4.663289825005343,0.19196484945750472,-5.997127566249901,-14.117613075462575,7.488395354947494e-10,0.7039778680073218
bible,25,bible,64.1499451626309,-95.58351190073476,-4.705077087521465,36.83383708764944,70.36120557661263,-79.32072815290917,88.44039169048074,4.6859163155451245e-09,2.5724176445702347
bible,25,gov,16.25729890247338,-5.730602635098651,2.1178079193676966,2.3715191294947093,-2.9216681864022656,-6.807676271665662,-13.868571143332336,2.330178276589233e-10,0.6697348498263811
