,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,14.226969235642281,14.424193812978501,0.8789438468595266,0.0,
1,poly2,,-169.98938640394394,-169.79216182660772,1.0,0.0,
2,poly3,,-112.03066740398285,-111.83344282664663,1.0,0.0,
3,exp,,13.5393878082602,13.73661238559642,0.9037392452718811,0.0,
4,log,,14.771029607514734,14.968254184850954,0.854873181461937,0.0,
5,power,,14.195012315061454,14.392236892397674,0.8802265302525569,0.0,
6,mult,,14.195012315061454,14.392236892397674,0.8802265302525569,0.0,
7,hybrid_mult,,20.44093740572994,20.63816198306616,0.03938160662020851,0.0,
8,am,,14.226969235642281,14.424193812978501,0.8789438468595266,0.0,
9,gm,,14.226969235642281,14.424193812978501,0.8789438468595266,0.0,
10,hm,,14.226969235642281,14.424193812978501,0.8789438468595266,0.0,
