train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,1.55350542331497e-06,-2.1669472433534085,-6.807334125624945e-09,9.255637107812428,9.277195845395779
1,gov,1.8440446579503833,-1.9613751394770855,-9.37876685100386e-09,10.434930308557002,10.49449307499801
10,flores,1.1636833917948825e-05,-1.932742788628465,-2.201964267932427e-11,5.978023124716314,5.962760039615006
10,bible,4.959388335798305,-2.271280960035076,-1.8096668066781288e-07,13.719274689219134,14.521740616371
10,gov,9.286159306195588,-2.106149536411329,-4.196129338057524e-09,17.43092685082041,16.947712602961083
25,flores,-6.609529372415704e-09,-2.136657772500492,0.011763382798372794,7.273375455093788,7.273575311891433
25,bible,7.294515469295792,-2.2645417609118006,8.272596967992974e-09,15.467090911871855,16.663738466934436
25,gov,11.440829380243441,-2.062852600538401,-7.680758240092652e-09,19.25828937999835,18.828146221497118
50,flores,-2.6967681396720343e-05,-2.7853776732628126,-7.533924025505163e-09,3.7723474769796015,3.8073757996102837
50,bible,0.0,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,34.63310681344294,-1.876594283010666,-6.914663260961025e-09,6.621957040974736,7.287778368485574
