,mean,std,min,25%,50%,75%,max
linear,2.3103909022060636,,0.33166247903554,0.9537916329974363,2.0425478724631523,3.3700843402533063,6.160857579299802
poly2,2.378360247916752,,0.3316624790356701,0.9942065302084993,2.042547872463291,3.377547541480506,6.793684009370718
poly3,2.459450454635219,,0.2985556809376626,0.9942065302084271,2.0745153473508515,3.377547541480285,7.587647750289986
exp,2.6018370243997015,,0.3330695483433467,0.9557830761986795,1.8412976088055488,3.3700843402529834,10.815196472348036
log,2.19816901391992,,0.2878855457088224,0.9250471730449159,1.9893674400741579,3.2738477019161922,5.541060810183311
power,2.7185015595309077,,0.233968631188546,0.9010528590715824,2.0425478724946937,3.3297849316260955,15.374076019914105
mult,2.7185015595309077,,0.233968631188546,0.9010528590715824,2.0425478724946937,3.3297849316260955,15.374076019914105
hybrid_mult,2.173605705156966,,0.0428752439764811,0.9250471731592246,1.9893674401902448,3.268453930380299,5.522014807277661
am,2.3103909022060636,,0.33166247903554,0.9537916329974363,2.0425478724631523,3.3700843402533063,6.160857579299802
gm,2.3103909022060636,,0.33166247903554,0.9537916329974363,2.0425478724631523,3.3700843402533063,6.160857579299802
hm,2.3103909034155667,,0.3316624790355401,0.9537916329974363,2.0425478724631523,3.3700843402533054,6.160857589070203
