,mean,std,min,25%,50%,75%,max
linear,1.2021310333437658,,0.0113762820924118,0.31194855054524606,0.7400768846457324,1.3998872110399811,6.823052638682648
poly2,1.4225648412830783,,0.0049010817660785,0.42424069139233733,0.8914707627146132,1.918051771231456,7.045587216837966
poly3,1.5254952748925326,,0.0239958281333181,0.31670218751403234,0.9893792397729346,1.9804103585607717,7.061698033210178
exp,2.5279673541836862,,0.0484619754863254,0.8966267304549259,1.648521580178942,3.4299968665021474,13.480679968241132
log,1.5626791694365527,,0.0022151237447962,0.36442354170240565,1.21195374367808,2.2964467599765164,6.723905605630957
power,2.022677993005509,,0.0007505097481833,0.4879492302959638,1.024456861575135,2.3087849255715542,18.82022091297353
mult,2.7674740376502123,,0.0046594601256264,0.31679936731683367,1.0913946317714562,2.2460760976997176,114.68686406958363
hybrid_mult,1.6129276561507289,,0.0110014214769172,0.49135186778112366,1.0697115955419152,2.7069430755111155,5.892390060550098
am,2.6927250921393906,,0.3697411351313815,1.0787246426550272,2.3151760097051737,3.526928570450958,10.455125334260613
gm,2.8562765564700894,,0.3749071805686728,1.063448819448824,2.4105468507532617,3.8693839409241213,10.835320907986285
hm,3.07251123667375,,0.355627765321826,1.0894323337460283,2.2530675978261177,4.2892751916968335,11.355865169953598
