train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.469076236226247,-2.7545232497800137e-09,0.0005865348315815145,-2.0015277398714463e-05,8.752688396328235,9.034630945546892
1,gov,6.380677309781542,0.9109666601512707,-4.053360733519055e-09,-0.037179432368180665,10.104891383889733,9.733162530655786
10,flores,4.500744867052042,-5.771636380281646e-10,-0.023690599548025146,0.015689601302122033,5.973749048586459,5.717429627383499
10,bible,12.342548797673656,-7.721385903269709e-10,0.0016010104421002927,-0.00025418061249123406,13.314079541358154,13.616197479723775
10,gov,15.188876975178655,-1.8696380660421265e-09,0.11538128803882271,0.201569452594987,17.172293374446582,16.955926519959615
25,flores,5.929802781188323,8.402882897142539e-07,-1.2674367856244982e-09,0.00024586058822348737,6.948071918173894,6.732463524393277
25,bible,14.644804839723166,-9.90757442849097e-05,1.0681288616075227e-10,0.0010844833620208148,15.106489996009282,15.399445562818697
25,gov,17.461130361010404,-3.925993766386997e-09,0.00597820659365318,2.0217892543931223e-05,18.998305266898914,18.826507478087997
50,flores,11.761962283418153,7.652440891892147e-06,-4.837178456722252e-10,6.07349975871368e-08,4.198890578936852,3.5225884152948748
50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.83317066627442,7.675132528158213e-08,-6.454656722038055e-08,6.470691778428192e-07,5.893473974826985,5.557048636461711
