train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,loo rmse
cc_align,25,gov,1,flores,20.547587981158937,3.3015864759882003,-1.9366696376367103,-2.9413156610403033,3.015907748799711,-1.342058679326921,-2.0036710837619025,3.837273986626465,-5.042302057491249,-9.196973625322183,8.172612535448835,-2.9648227911190372,-12.988580599268921,-11.854474298132073,-11.1838317432123,-6.826149639199242,2.4714807306384292e-08,1.1243395244734522
cc_align,25,gov,1,bible,4.9591177433297915,0.12832166422474128,-1.3221338389703292,-1.5853790659237073,1.9782734626185097,0.6173567274169559,-0.07647423186291753,1.0813613849821566,-1.2481722870363432,-2.5150372605840694,2.097896852560975,-0.4772015470956668,-2.794789019044798,-5.285639725567601,-4.715042141757191,-3.08625264866975,2.88732921292277e-08,0.33418824300731237
cc_align,25,gov,1,gov,13.077350542375797,8.322121534111954,4.781079025443037,2.439398025919065,8.634582514023313,5.113615668878005,2.7074199273639725,6.278700003411752,3.8161834294529617,3.0606434612389535,2.8530276418869347,-6.348982133232069,-14.630637215718853,14.303339694741016,8.022953903651432,3.4796646484627205,7.424706259131681e-08,0.6529054204774787
cc_align,25,gov,10,flores,34.99067307174719,1.6321135909291087,-7.04633433723826,-7.55127344462994,0.31325919918944717,-6.758377173371327,-6.443482220506753,8.749867353954128,-6.956564654371843,-15.268060541364628,16.775115702836935,0.3811200132243233,-14.37346383107742,-37.044222394330504,-30.549832631538475,-17.359581137485076,3.925979788811398e-08,3.030726996431201
cc_align,25,gov,10,bible,5.286289008931275,2.1784312702300306,0.6210678282316443,-0.16722244004950987,4.211696976487086,2.823840504395374,1.5864933639189787,-1.192501470713832,-3.8355192907141604,-4.607168619060595,1.6333931757076592,-1.6542145104791925,-4.613058357121722,3.3451248429991445,1.287232557489621,0.07964910216105146,5.28767215472252e-08,0.21892471869609287
cc_align,25,gov,10,gov,13.99826272121113,9.139897657653687,5.349370362547638,2.794194514976295,3.17850229540605,-0.5960894404395068,-1.659363008795947,12.810419286194367,12.404109848993883,11.883797787207453,4.017004848707328,-4.966218727838873,-13.050862938638561,15.060548710700573,8.442717046895105,3.6825415312445315,7.915877483429971e-08,0.44810164445028494
cc_align,25,gov,25,flores,37.19444458692621,1.166473437762528,-8.034073984534015,-8.408560386747475,-0.8436579592164624,-8.295366473683627,-7.63525132795421,9.708988717601821,-7.031201103847379,-16.033461813288252,18.386317707044007,1.4589885430882357,-13.775587903622233,-41.602687067863506,-34.00520583944739,-19.23132338437657,9.366349179343558e-08,3.3835861920569275
cc_align,25,gov,25,bible,5.753601832889499,2.117509700869703,0.4488424346896693,-0.32153974276954184,4.946408954244117,3.4216759540608135,1.996846509093366,-1.0570593292636699,-3.9575156506523177,-4.894716664495953,1.8900838880410544,-1.5870811413687687,-4.716530863695322,2.2226431202520516,0.4454191408387478,-0.37492384858071903,7.33243592442972e-08,0.16398241364211277
cc_align,25,gov,25,gov,14.431004678039166,9.105888452231278,5.206919250633315,2.6603937220056197,2.6576978148930706,-1.3076423370690609,-2.267465591421946,14.992215369106164,15.0659513742237,14.452806993575962,4.406270809557403,-4.615958011637168,-12.736082520274303,13.419835844908068,7.242243212483796,3.0390371085801764,9.336247650603385e-08,0.3088060028915573
cc_align,25,gov,50,flores,16.258161604502863,4.746347912554882,0.5210690162838935,-0.8737122860014632,-8.169594703904206,-10.688541894427322,-8.34572857225767,-0.9139058679089402,-8.388508698577786,-10.852495824705938,9.344892815049977,3.122955444414001,-2.476796820852002,5.903267172750034,1.7613071767330621,0.10452222102699629,1.2296803129702012e-08,3.803902969538443
cc_align,25,gov,50,bible,2.0769490490909575,0.21205812359320975,-0.5466429397517837,-0.8447216800043842,-0.42607502368459377,-0.9944879555302875,-1.0728937572677018,-0.6203713350543464,-1.8976531689303242,-2.405719401032113,1.7898699092012527,1.5314986546124478,1.2989645493914774,0.2307790060478268,-0.5076885129899293,-0.8030758101237386,3.302656547242353e-09,0.015117245147903252
cc_align,25,gov,50,gov,12.825637599006702,6.4479071874459395,2.9693099527798235,1.096887308024514,-2.9401628882025537,-6.487733510158899,-6.045943303368626,18.10327041842033,19.30061595316971,18.36962076904652,5.5896315813294635,-0.9227976058165883,-6.783977694239744,4.530259199904791,1.2121242566064918,-0.11518436169572262,7.883323845527415e-09,4.29227225335165
cc_align,25,bible,1,flores,4.400870994077682,1.328550760761257,-0.005145245734844196,-0.5796503188566571,2.711670494555562,1.4958110851425381,0.6166588294778255,-0.16654356814170046,-2.217971900224343,-2.9782520434225974,1.401090475063811,-1.2987136195315647,-3.72853668068337,0.7794151924189399,-0.40251390382135915,-0.7952892588132747,3.6534440799485344e-08,0.048386124822922566
cc_align,25,bible,1,bible,6.570559431740476,10.302596970892976,8.296694381821116,5.415311636979712,4.808412235283041,2.9618763044323417,1.5028294487545513,2.1596257880344556,2.7050804737105727,4.372431265184792,-1.020148328656989,-7.851884188015364,-14.000393033051708,33.623234548822225,22.327808961800898,11.174782751241562,7.451510478094494e-08,1.8272384936248527
cc_align,25,bible,1,gov,3.7655238281271806,0.8129131499892106,-0.36088506480595645,-0.8058747644339537,1.2108928185261767,0.17429238855418022,-0.3253821001226007,0.17292027420259856,-1.5474015418184233,-2.265046594643876,1.3354669629539841,-0.8515846716537642,-2.8199302289012014,-0.2921952713416103,-1.0764006264492383,-1.1384169677224927,4.908279222005661e-08,0.03920537920090479
cc_align,25,bible,10,flores,7.220052193427484,0.7698131873074461,-1.2322336152089286,-1.6494234341364453,2.683605639867304,0.8871980015665587,0.05979112970148565,1.0527539886420354,-2.336421462551457,-3.9968008699875788,3.082513868915565,-0.6412736037223078,-3.992680074719322,-5.432025891712231,-5.088824295423808,-3.3303332713089957,5.41694395236982e-08,0.38359507118520497
cc_align,25,bible,10,bible,7.0927988910159465,12.17486776095902,10.006554550687083,6.64161789137101,2.6169228442707926,0.6574562498742427,-0.25925552601692303,4.778979183079585,6.5644990320554415,8.776949682843968,-0.5864719901399045,-7.497778287197017,-13.717950331241447,40.21518169263185,26.879480161237883,13.569856695522834,1.5412489297111785e-09,2.087696266955745
cc_align,25,bible,10,gov,5.9513580587219,0.8707304828565245,-0.8293672510788156,-1.2790954343262957,2.484698082604809,0.913458374884061,0.10416762793877458,1.1469606395654184,-1.4554519502399426,-2.7309023703661333,2.130140122181286,-1.3089575340012458,-4.404144712354919,-3.559870953405757,-3.6260733791677184,-2.5310655069595653,2.966234373671751e-08,0.2535384021242573
cc_align,25,bible,25,flores,6.939289276813068,0.7005887810942176,-1.2326854252169523,-1.6332473511605137,3.3796892775599967,1.6110302527884088,0.5978614950926432,0.7652884012278203,-2.6177515483218894,-4.26338649574871,3.049019844268068,-0.45222455325753264,-3.603343348587387,-5.480269498896753,-5.088903633671649,-3.3246000160793816,8.176646134508219e-08,0.3553728631253801
cc_align,25,bible,25,bible,8.610709544134338,12.661706860491497,10.120267484035347,6.636685000544122,2.2719218874813953,0.03274981534800769,-0.766574353749655,5.429738170265878,6.741964390252625,8.714262971641872,0.5229089232654267,-6.756182661405109,-13.307174414958611,40.304926214878996,26.760142493422524,13.475453743828899,3.66612763508999e-08,2.0360066952623086
cc_align,25,bible,25,gov,6.338808455353886,0.8664316599850114,-0.92643661319037,-1.3731256800143758,2.8353860219138363,1.173840246491045,0.28026641895373566,1.162596915297698,-1.662730366378171,-3.0534951191330744,2.358571653725569,-1.2236414045617077,-4.447633629738599,-4.1515806795085854,-4.086764119661002,-2.782544146578669,9.932514313624049e-08,0.2867245077228815
cc_align,100,gov,1,flores,20.685431081386906,3.3331125339238232,-1.9381987050298848,-2.9500247160416917,2.2248427161579336,-2.082558790115516,-2.521094652010019,3.5565541954135056,-5.480931341414683,-9.661489403105522,8.644749523098202,-2.191854511994015,-11.944813343981622,-11.418452456811812,-10.895164924440717,-6.676408437027902,4.590218139158464e-08,1.122407839982694
