,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],9.005343839035795e-11,[1.0],4.15812150867052e-08,[1.0],1.0073168348169389e-07
kfold,[0.0],0.00013369145089780959,[-1.0],1.3960419979597483,[-1.0],4.895373996892867
