train set,c0,c1,c2,c3,rmse,kfold rmse
gov,13.644614195692336,1.2011312937360963e-05,-1.8148037569154716e-09,0.025400268144473395,14.555764585258151,14.98004808711083
bible,7.0467737043934635,1.8753526048505112e-05,8.838996393121132e-05,-6.063319559784488e-10,12.274037804575222,12.460327644102122
