train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,0.34061883888813493,2.9665425426266073e-06,-1.376675579659953e-07,4.633851333454413e-12,-1.6885501093487854,-5.630667688281578,-1.5574075343683078,0.4010358756350495,1.110272790344597
gov,1,bible,0.03918460388016191,-7.649102797883908e-06,-7.284221801536193e-06,-1.489022148435984e-09,2.1299429531664447e-07,7.644830548870928e-07,-3.1982829419681287,0.43414235672715445,0.5234890762024142
gov,1,gov,3.45395311289196,8.109270840444368e-09,-7.308714407799313,1.5389174617320105,1.0081326285766739,-4.473461027034965,2.296444338433048,0.2905220078493732,10.420767653684681
gov,10,flores,0.34178655190281115,-7.84059621994408e-09,-1.8388610180612052e-07,-0.8049245640765174,-1.0687061343685498,-0.8056338290978873,-2.433164357581534,0.0958206925490309,1.0384076919853464
gov,10,bible,0.07201935261501859,-7.845579010262278e-09,-0.013558284838298436,-0.025377826120404137,-1.6597666184219753,-0.47925764494081335,-2.692589783356114,0.5582355440951309,0.7943794257876464
gov,10,gov,3.652128224427846,2.7905336841816245e-11,-6.693953358928446,0.572125299932551,2.0579927367411797,-1.3653380621528401,1.4665983083189433,0.15521696061060963,12.603716954418541
gov,25,flores,0.5094214272921755,-6.714854689686429e-09,-0.0046794617308226665,-0.7350731784752002,-0.9520310202690462,-0.6968356344559803,-2.329972501250653,0.08172291581475524,0.986014119955966
gov,25,bible,0.06529442814061905,0.008696291507772461,-6.9837201253364685e-09,0.005753295853440172,-2.486701137925682,-1.4724913450469956,-2.617841446670155,0.3667328514782946,0.873541331797574
gov,25,gov,3.451137630915645,-1.927243469261278e-09,-6.937843613355259,0.532961637730724,2.2380438472402595,-1.31851900537006,1.4424458327060417,0.12316703834122682,16.141234984431872
gov,50,flores,1.1236902549745917,-0.5298654385198209,-0.0004942724011258333,-0.5245593730683051,-0.8572776398135596,-7.2456267687126e-10,-1.5782319874983144,0.020351773685403078,2.8165289817602708
gov,50,bible,0.5571757701963703,-1.2173457617428958e-05,-1.0662525119028953e-05,-0.787595261181595,-1.7505941116477648,3.157878078431243e-05,-6.097787932728181e-09,0.15675615038331922,0.6155464517295859
gov,50,gov,1.4866195200863184,-0.07281813821261,-1.071895759493326,-0.1630508994220161,1.4689024972262397,-9.652038131170659e-09,-3.212503536347469,0.05830524945347849,7.289852324543545
bible,1,flores,0.27521497859819294,-9.305683213792666e-08,6.002707646548442e-09,4.738506788064739e-08,4.2441384930863175e-08,3.281152908791486e-08,-1.4559495837820111,0.3983328375913133,0.4373571332706539
bible,1,bible,3.4507695131647447,1.0814155497437228e-10,-6.957688043601932,0.9410025984803696,1.5119314802903865,-4.02563642089382,2.424676124012529,0.30543984901457716,8.164102250739601
bible,1,gov,0.5870168017765298,-6.940556049302582e-09,-7.65947415045851e-08,-8.516600534508802e-09,-2.7271188262342495e-09,-7.83067313546553e-09,-0.007637993787548397,0.3853193324568878,0.39361414477702455
bible,10,flores,0.28345552359229087,-1.660824982966156e-09,-9.402129492974147e-08,-7.535689578279004e-09,-0.012515840588483807,4.777466772183382e-08,-2.112207255713312,0.3307522662382399,0.4717359635079905
bible,10,bible,3.437716079874707,9.117103357758977e-12,-7.165490948122986,0.6224890399440504,1.9298864723055673,-2.1907460751886867,2.056073474580816,0.15886015343001406,11.100770809715458
bible,10,gov,0.19795356817025428,-1.2257306429820456e-07,-1.8681708755004933e-08,-1.317365704374367e-08,-0.0005089683507813513,-9.457188730112059e-08,-1.9374571622139856,0.4514624505599493,0.5171310097869579
bible,25,flores,0.32860449274368253,-1.3059236770669014e-05,2.0416805159319175e-06,-5.915059911547821e-09,-0.35938549299990236,-1.9373359848626384e-09,-1.9681364255972098,0.2617595611730241,0.43084225436764206
bible,25,bible,3.450058693531614,-5.231606394869829e-10,-7.530903783704257,0.670600953538875,1.9065221435285136,-1.9863552312222355,2.143838836945212,0.15097845592857487,9.778152336974253
bible,25,gov,0.12832104046482978,9.105850267862357e-08,-4.594859049540682e-08,-4.5515815450463347e-07,-2.1417632687468892e-06,-7.353598978861832e-08,-2.501004114275228,0.3992514226952927,0.5203965303251261
