train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.340092632605098,1.563321390506623e-09,8.789739587629178,9.034583102052602
1,gov,7.37769769364896,1.0812209116318943e-08,9.947892381697097,9.727548651643968
10,flores,4.626009581887305,3.39252806129238e-11,5.918505669114745,5.718480351287912
10,bible,12.359538090850798,2.7840259852311766e-10,13.311013908854342,13.632758541462893
10,gov,15.726574800850587,8.576073367862583e-09,17.10215973549345,16.961651367188534
25,flores,5.994536776526807,-2.388567955326248e-10,6.924868203994072,6.706109400297833
25,bible,14.556151555998163,1.1504878837447756e-08,15.121335779904818,15.450622763012236
25,gov,17.682695456311507,5.964086941451659e-09,18.96992194500863,18.827555910069943
50,flores,11.72756307856882,-5.25417402515166e-10,4.218958520646594,3.5725363985332907
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.90224970924249,2.470393693127198e-07,5.8645024405249275,5.6143377024031915
