train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
cc_align,25,gov,1,flores,6183.18995647372,-8825.655429449893,1748.4266202301956,9357.805550072952,-15232.641726439859,22629.298090670258,-11078.163763047081,6.527226132939006e-06,12.7241339827953
cc_align,25,gov,1,bible,2224.9704893798425,-3214.8668208686204,647.3455446188811,3418.080574791904,-5505.403372751503,8262.567223102596,-4085.269983791999,1.3329315143672486e-05,4.639327429110303
cc_align,25,gov,1,gov,7648.113410182085,-10874.29770477398,2249.0715327194685,11671.899822854011,-18958.062996487155,28067.834295178498,-13687.227811718525,1.0550405339817846e-07,15.78760314214679
cc_align,25,gov,10,flores,6189.7128048308905,-8878.607352845409,1676.1890778529153,9319.896232375855,-15146.725692822187,22661.343184854617,-11160.55248390965,4.834973330279035e-06,12.728192688010726
cc_align,25,gov,10,bible,3142.7046928943178,-4504.871383820774,931.8572697893222,4843.322938115838,-7808.355587412363,11642.636852812726,-5731.22588797306,5.914608134497361e-05,6.543651302478369
cc_align,25,gov,10,gov,3495.0898541157726,-4832.952438480627,985.4610390768759,5174.22982053806,-8585.870137994465,12451.472121311468,-5917.226715395449,3.5437945489020185e-06,7.0198518142545225
cc_align,25,gov,25,flores,5459.271234999194,-7844.705045788059,1463.9694578714832,8175.704368764827,-13307.236135601892,19946.76105068641,-9837.856619841517,1.7724689322080522e-06,11.201160765720571
cc_align,25,gov,25,bible,3644.773759357106,-5241.537871989733,1086.665896830032,5630.692392731403,-9059.224536860078,13544.321208961463,-6683.406912707225,4.471103062419687e-06,7.609893354868324
cc_align,25,gov,25,gov,3144.7083172642747,-4333.490150865351,881.7410518682495,4626.041380789148,-7703.790645406239,11145.754307953237,-5272.476403987242,9.397854687668283e-07,6.284734893438711
cc_align,25,gov,50,flores,92.27445706577218,-67.99044239164024,-88.16495085739226,-69.94499609050536,-24.85586536443353,-16.165976133218518,32.11552076729748,2.779232846331118e-07,2.1253418544382883
cc_align,25,gov,50,bible,-2.7759485159405015,9.585559171266816,9.716065109566609,6.9228954319396285,2.7305702828260303,-1.6417999523570546,-8.260749388545404,3.394127858125491e-07,0.2310227392408588
cc_align,25,gov,50,gov,86.59788068075204,-73.93312947671691,-92.62326811774712,-72.88678601653554,-8.7142633964437,12.531155796960283,66.82003981131358,3.1688356735095903e-07,2.2649472490634412
cc_align,25,bible,1,flores,2393.6222267843805,-3431.254593137533,706.721821641693,3669.10015726998,-5934.664907688146,8841.375114533706,-4345.46132296749,6.794756567466535e-07,4.96995089696308
cc_align,25,bible,1,bible,3944.3528838615375,-5416.678066050223,1145.3205134640493,5873.8751958388875,-9769.217581969253,14032.457261744315,-6640.206085781457,2.7043194809463933e-06,7.927117027718235
cc_align,25,bible,1,gov,1385.8994813069078,-1974.5548734178508,397.00217960746863,2103.6672259644024,-3423.6079795576084,5076.823948685258,-2483.308787803027,2.3490294711369916e-05,2.8556951811567868
cc_align,25,bible,10,flores,2827.883617487279,-4077.5038798009427,823.6037863322081,4341.14032439913,-6996.4201572442735,10486.735874779648,-5180.890034589842,2.703314225733366e-06,5.889360540938768
cc_align,25,bible,10,bible,1542.7282783667379,-1905.8438869990537,431.43789724343964,2119.341770654604,-3780.256140233546,4973.294406975597,-2118.7043680942575,1.9463940862701076e-05,2.8458305858536295
cc_align,25,bible,10,gov,2929.106341219571,-4207.025658386714,849.6755698205396,4482.163035060868,-7249.4520782554855,10821.595685359463,-5323.275981311864,6.376256162236195e-07,6.080407003409927
cc_align,25,bible,25,flores,3042.858227648683,-4400.042635169264,893.4408649169012,4696.9707079394575,-7541.826435980336,11336.23457400274,-5617.194477954901,4.074993996589113e-06,6.363869947655555
cc_align,25,bible,25,bible,809.3856036577281,-841.7528981804037,207.93935893576736,989.5855196690245,-1959.9967459610382,2264.6900990562035,-790.0841580512866,2.9907763404731676e-05,1.3210757665731634
cc_align,25,bible,25,gov,3143.3166148919004,-4524.217317019983,919.4498600965729,4817.235118685388,-7781.369157252245,11633.540709336467,-5731.726536952207,1.8951048753640097e-05,6.535422056713356
cc_align,100,gov,1,flores,5119.18373856932,-7297.145281132822,1441.1265834467958,7717.273976806676,-12586.137515399492,18681.561924856407,-9139.143441404743,3.1393479816840524e-06,10.506497040790103
cc_align,100,gov,1,bible,2117.085779589529,-3055.229294859303,612.4064416424632,3246.4818618791405,-5234.9404417120795,7850.979366221629,-3878.7675222134276,2.0295290351243114e-05,4.408209160741367
cc_align,100,gov,1,gov,5402.781082783103,-7644.459457939401,1596.158346694194,8205.811033607799,-13375.551260020824,19727.739547601443,-9582.005529742317,2.240663410376212e-05,11.102527258502162
cc_align,100,gov,10,flores,6859.292713291355,-9824.286297806237,1902.507101940549,10344.186993567693,-16820.223353393005,25098.885737357563,-12334.894722411234,1.1416929299793041e-05,14.104616254458591
cc_align,100,gov,10,bible,3660.9097545633626,-5242.183930592873,1086.0920636175963,5643.019341686633,-9103.269036036681,13559.488470041946,-6665.234440821055,9.407184649627931e-06,7.621865479808253
cc_align,100,gov,10,gov,3900.6991888716298,-5413.317619439968,1123.7214732465584,5807.703828836318,-9607.51897796824,13963.427282767649,-6657.998460510409,2.0437012529186928e-05,7.870836987861376
cc_align,100,gov,25,flores,5929.8739406311315,-8493.157076242835,1621.7755394280366,8943.202187006744,-14524.134481758138,21712.983434945992,-10692.934693638592,1.3109622554605379e-05,12.197964989928446
cc_align,100,gov,25,bible,3753.4620106899515,-5386.164511652284,1131.899676926718,5800.45628824357,-9342.022323758389,13932.214963623552,-6859.133188340814,3.612426063606887e-06,7.83091641683562
cc_align,100,gov,25,gov,2962.5377178639674,-4055.8055753881104,833.1319385430314,4359.6115520027115,-7271.123903042216,10468.719967437806,-4927.016593361951,5.704675924342738e-06,5.906739592086675
cc_align,100,gov,50,flores,91.91100384303564,-64.06537781700577,-84.26050744624453,-67.0741807292406,-24.0119462289499,-17.264478289643712,28.5016020750873,2.791425723442685e-07,2.0401732214193413
