c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
274.34566037106373,0.03362592074014732,-107.99272036739059,60.00147507015972,-93.08403636615205,-13.922997374163753,12.584177089910336,-93.33568664809098,-21.038579617877218,1.649950497155865,-17.471882093238186,39.69593755530549,38.7213279308755,-78.03837240391073,29.60549544020977,76.499577798484,-159.95686389989604,-38.45161000705839,70.90152968328124,-4.982135907134624,31.899766886361217,22.941863064285265,4.402368081479348,4.443697316247535
