train set size,c0,c1,c2,rmse,kfold rmse
1,-9.412381887930976e-09,-2.602217899016805,-1.872879762020272e-08,8.160560051225852,8.155850028075628
10,5.334841459994996e-07,-3.5085503029450504,-2.2214259883877803e-09,13.61684610600461,13.61465111388186
25,-2.56354337659439e-09,-3.691192593722888,-0.003621962868287194,15.261720905648017,15.259345127549743
50,-9.698345389077592e-10,-4.340300447494429,0.4075609554819099,17.29058134677363,17.618904285164948
