train set,c0,c1,c2,rmse,kfold rmse
gov,12.676807211137055,-0.000276962325207177,-6.044430133812504e-09,14.688943050304642,15.094611699221462
bible,6.848681669602566,-6.989278489999665e-09,-2.9683754853540656e-07,12.315817938995298,12.236538373426624
