c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
0.6995325886126701,-1.3949823674079185,0.07534494470773104,-0.0009429830766838129,-12.848916932298264,-0.31547925716096786,-0.5027717862208133,-0.4923644433323489,-0.1974721427009183,-0.14577138152189673,-0.7872220179820187,7.641183750286694,5.996444831482387
