train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,23.191034573429793,-41.41926497409838,-9.166542848179545e-09,9.317260423047113e-07,3.0922642315035573,3.1878687893182502
10,37.999560458184305,-68.64909310654835,-6.705488569420948e-09,0.010484150213783636,4.0696129889062975,4.095805977811501
25,42.652079586324604,-76.90593195000983,-1.5424506794624758e-08,-1.9206586407694934e-06,4.290024934998707,4.309972508137391
50,50.38436540601376,-88.25641121581562,0.008575299981502029,9.505682545909768e-08,3.4322422613086077,3.4007937645594355
