train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.669394439347393,-4.747915569118917e-09,-0.003378814635383772,0.0007627740429615628,4.487636175395033,4.572965428198502
gov,10,flores,9.33929540657924,7.600230053784044e-09,5.734793853496072e-08,5.673824958049903e-08,4.252989923330125,3.7070791913276016
gov,10,bible,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.00397749757916,-0.003926989219513367,-7.096954389552551e-10,-0.0044930008854103375,4.659919628054896,4.399606329181478
gov,25,flores,11.792203173830654,-2.084318185214337e-06,-4.95978924540146e-10,1.4525484073786299e-06,4.61938708241238,4.066436753764266
gov,25,bible,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,36.07945525693351,-7.194117553615367e-09,2.2590531645758024e-07,-7.615491738182334e-08,5.110217561383738,5.063370851620753
gov,50,flores,11.696469197668248,-4.89863773192536e-09,0.0001324521495409891,7.346812562834759e-06,4.237228470090872,3.5620319320094693
gov,50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.838869240649345,-2.1550149291851723e-09,1.1377290676959497e-07,0.00035175615458912655,5.891048538799231,5.610767413586677
bible,1,flores,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,14.518072365113671,-5.3212735149168495e-09,-4.2742586473068594e-05,-0.00015806863757820261,3.951886777867378,3.928909352962796
bible,1,gov,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.13984387895922,-3.4980716788436682e-09,5.511187592347745e-07,2.6616096337562486e-07,4.364994771631195,4.6196695279780915
bible,10,gov,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,29.508805782251482,4.2002951156646855e-05,-0.00018643846822351333,-7.99672517321797e-10,4.363774724035349,4.52796497737602
bible,25,gov,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
