train set size,language to,c0,c1,rmse,kfold rmse
1,ka,-5.250080713277418,-8.780956355550277,1.3776891563042855,1.5268646326698203
1,gu,-4.433591249918883,-11.954726198218042,4.243675765867714,4.968096299177649
1,hi,-6.654296472742253,-13.146330534113611,2.4145391361521584,2.775784186177544
1,si,-9.351037832190492,-17.24679716253919,0.9286535996827415,0.9665284565619069
1,ta,-6.28044584298066,-11.967899058435755,2.4599073179995123,2.771044269564627
10,ka,-8.522027548009374,-16.47654693124798,4.189823320976774,4.7633754180453325
10,gu,-4.990695621528271,-16.16716759657722,6.009571059525398,6.9487545396773385
10,hi,-8.070516376201597,-17.75908999021803,3.907557676236881,4.4091981400733085
10,si,-12.752238929430014,-23.246326433624095,1.8931728136077675,2.031242027321326
10,ta,-9.143807531325859,-17.291466814082657,2.844907647684621,3.189959473508223
25,ka,-9.212753056528994,-18.28762744166213,4.568729555333035,5.195143295275124
25,gu,-4.893815466774597,-17.54315180348217,6.701364311890713,7.749280234806709
25,hi,-8.687696851155836,-19.424570320237645,4.155526821947438,4.666170682110547
25,si,-13.876475968311246,-25.5258127661657,2.020751152264777,2.1247382263376537
25,ta,-9.536621741260882,-18.70798030229493,2.5693666612979658,2.8617967075742343
50,hi,-10.6396759984775,-24.651646503026345,2.0097823320361585,4.2510552114346485
50,si,-11.964596769916984,-26.10407131427765,0.32829322098727404,0.5158575529863871
50,ta,-9.112316896513951,-21.223473272057504,0.5603701165949834,0.9710324318463485
