train set,language to,c0,c1,rmse,kfold rmse
gov,ka,11.637609385981074,0.486154870238584,11.930347702969584,12.02356942952235
gov,gu,16.244857309251156,0.4982902448218739,12.353873670911565,12.45082439935848
gov,hi,15.53325025431295,0.7319823849023697,12.49045220046348,12.57272818696607
gov,si,16.203957516746623,0.746544815282346,17.96683605958203,18.075469740137528
gov,ta,13.483021524125983,0.7928562606075316,14.796769062340852,14.924913902403384
bible,ka,7.4550327999975226,0.4967070930074722,10.3112649372941,10.39834956515198
bible,gu,9.15617260014353,0.4986378335447511,10.101543854258487,10.188613342377202
bible,hi,9.612761473541019,0.5003916645411952,11.954085335997895,12.06223086240277
bible,si,10.765290931156674,0.4953048809250635,14.862754467830653,14.995903620665006
bible,ta,8.547371054863913,0.5025601143133109,11.781100494326965,11.886449875742231
