model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,False,False,5.084508304266287,1.3247969397718315,9.131931290631412,0.995687562261393,6.864486676488275,0.7446776093749767
poly2,True,False,5.000936974183297,1.3250574554081456,9.101701809641307,0.9990853064469786,6.837725803299887,0.7434713392002711
poly3,True,True,5.003801730607142,1.3229673811059302,9.08681361371632,0.9958830124953189,6.813281387022073,0.7423258580626826
exp,True,False,5.02820614327549,1.3245059638805905,9.088049611291854,0.99535681356511,6.831506981005349,0.7423411029452072
log,False,False,4.923998367973166,1.236968364823411,9.193749568473326,0.9971369315518588,6.935210327665078,0.742338211210623
power,True,False,4.902278796879115,1.2157703790456544,9.128261490278032,0.978100055050976,6.8727941717719165,0.7411189073227064
hmult,True,False,4.89410813795183,1.2250123859543962,9.785431339305426,0.9933736797781813,7.126732109757863,0.740031339533953
