language to,c0,c1,rmse,kfold rmse
ka,-3.60196952731487,36.35956220095643,9.733491271382706,9.74850187012737
gu,1.6720724435793204,33.10594517835428,9.733743917271264,9.751068610343292
hi,-1.4752567275483692,42.97358850968863,10.103388175997184,10.126222624187887
si,-1.6778117120123666,43.6390104343477,14.366543505302925,14.385185760887866
ta,-1.2546522821755075,37.68100959145885,11.337075825756166,11.350541524450572
