c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.3866607077785362,2.2873527098789353e-10,-0.019372947138129867,0.0015074095975533865,0.9438808447605108,0.0063098692191476515,0.004889967402345872,2.7604023166860716,2.196772667839477,1.6895055779420276,0.029165134096608116,0.0026791229555478604,-0.005103998089539947,14.014585892773518,14.02660000195833
