model,mean,min,25%,50%,75%,max
linear,2.3917158703075176,0.3975726912401897,0.849355612780367,2.2201259966953044,3.6820473639967983,6.403556439209083
poly2,2.321535645749862,0.4018409748763772,0.8484906881544114,1.818136127922408,3.660193389246845,6.619981619146723
poly3,2.3003357959789317,0.4011239929170243,0.8507208530925929,1.5810631491526994,3.5913368697132,6.6524472213978205
exp,2.590668146823024,0.3992216567215062,0.8561100676415411,2.224520402895653,3.7732878149582136,9.558923565851527
log,2.2980521415559956,0.3966492715620798,0.8492423881309552,1.7260281752878577,3.647821963887252,6.38566243869802
power,2.459658037340506,0.3966898393430019,0.8183355050765645,1.4234382131497143,3.5420941158421835,11.190312126407417
hmult,2.2913937399918054,0.3970299709830235,0.8493424678099849,1.4294678476738834,3.655662077466381,6.419337922540706
