model,pareto,rawlsian,cc_align-25-gov-1-flores,cc_align-25-gov-1-bible,cc_align-25-gov-1-gov,cc_align-25-gov-10-flores,cc_align-25-gov-10-bible,cc_align-25-gov-10-gov,cc_align-25-gov-25-flores,cc_align-25-gov-25-bible,cc_align-25-gov-25-gov,cc_align-25-gov-50-flores,cc_align-25-gov-50-bible,cc_align-25-gov-50-gov,cc_align-25-bible-1-flores,cc_align-25-bible-1-bible,cc_align-25-bible-1-gov,cc_align-25-bible-10-flores,cc_align-25-bible-10-bible,cc_align-25-bible-10-gov,cc_align-25-bible-25-flores,cc_align-25-bible-25-bible,cc_align-25-bible-25-gov,cc_align-100-gov-1-flores,cc_align-100-gov-1-bible,cc_align-100-gov-1-gov,cc_align-100-gov-10-flores,cc_align-100-gov-10-bible,cc_align-100-gov-10-gov,cc_align-100-gov-25-flores,cc_align-100-gov-25-bible,cc_align-100-gov-25-gov,cc_align-100-gov-50-flores,cc_align-100-gov-50-bible,cc_align-100-gov-50-gov,cc_align-100-bible-1-flores,cc_align-100-bible-1-bible,cc_align-100-bible-1-gov,cc_align-100-bible-10-flores,cc_align-100-bible-10-bible,cc_align-100-bible-10-gov,cc_align-100-bible-25-flores,cc_align-100-bible-25-bible,cc_align-100-bible-25-gov,gov-25-bible-1-flores,gov-25-bible-1-bible,gov-25-bible-1-gov,gov-25-bible-10-flores,gov-25-bible-10-bible,gov-25-bible-10-gov,gov-25-bible-25-flores,gov-25-bible-25-bible,gov-25-bible-25-gov,gov-1-bible-1-flores,gov-1-bible-1-bible,gov-1-bible-1-gov,gov-1-bible-10-flores,gov-1-bible-10-bible,gov-1-bible-10-gov,gov-1-bible-25-flores,gov-1-bible-25-bible,gov-1-bible-25-gov,gov-10-bible-1-flores,gov-10-bible-1-bible,gov-10-bible-1-gov,gov-10-bible-10-flores,gov-10-bible-10-bible,gov-10-bible-10-gov,gov-10-bible-25-flores,gov-10-bible-25-bible,gov-10-bible-25-gov,gov-50-bible-1-flores,gov-50-bible-1-bible,gov-50-bible-1-gov,gov-50-bible-10-flores,gov-50-bible-10-bible,gov-50-bible-10-gov,gov-50-bible-25-flores,gov-50-bible-25-bible,gov-50-bible-25-gov,bible-25-gov-1-flores,bible-25-gov-1-bible,bible-25-gov-1-gov,bible-25-gov-10-flores,bible-25-gov-10-bible,bible-25-gov-10-gov,bible-25-gov-25-flores,bible-25-gov-25-bible,bible-25-gov-25-gov,bible-25-gov-50-flores,bible-25-gov-50-bible,bible-25-gov-50-gov,bible-1-gov-1-flores,bible-1-gov-1-bible,bible-1-gov-1-gov,bible-1-gov-10-flores,bible-1-gov-10-bible,bible-1-gov-10-gov,bible-1-gov-25-flores,bible-1-gov-25-bible,bible-1-gov-25-gov,bible-1-gov-50-flores,bible-1-gov-50-bible,bible-1-gov-50-gov,bible-10-gov-1-flores,bible-10-gov-1-bible,bible-10-gov-1-gov,bible-10-gov-10-flores,bible-10-gov-10-bible,bible-10-gov-10-gov,bible-10-gov-25-flores,bible-10-gov-25-bible,bible-10-gov-25-gov,bible-10-gov-50-flores,bible-10-gov-50-bible,bible-10-gov-50-gov
linear,True,False,2.2247011521041733,0.7300091235896768,2.082438530975228,3.092742863332638,0.8072825667496976,1.9346665147241275,3.129974252986348,0.974796429740408,1.9506806427536336,1.8444821757794885,0.2795590777128718,2.4309485018514,0.6380630943299662,2.2539478578063448,0.435159301732876,0.8903464824721546,2.7216005211841865,0.8818593398387097,0.9636037527455656,2.708617475709466,0.940015328853972,1.959729562611081,0.7050078086726846,1.5851764584102566,2.984777040196732,0.922890606465502,1.9335696236442068,2.708884935367172,0.9640945774060136,1.9557977077114577,1.7259734363142551,0.1337021676018074,2.4977995856490787,0.6120499388487982,2.2539934983859187,0.4921686868632748,0.9372444328904048,2.721716945447441,0.904166220900357,1.1415617519744512,2.8217016191584543,1.021186320303261,0.7778373732708034,1.9819342117462448,0.77360635924274,1.2684548772842852,2.874220797508598,1.847939054410393,1.504647482637809,2.7926132372628167,2.221806575057689,0.8640986123632723,2.4122565806353715,1.2522860352847964,1.3056687104658076,3.082438099212409,2.5907290065623654,1.404290233844193,2.822962763572325,2.902114430465448,0.8036614822257757,1.9216898792185892,0.897861826548679,1.200755490350975,2.801105534917948,1.9813394671452835,1.3963284947224075,2.8124118211346705,2.108719785854835,0.1883985088934566,2.4826061575152885,0.1245861107198666,0.2613269639489883,3.005260085407988,0.3129846196133235,0.0668510838009037,2.8806739746886403,0.6837042661456094,1.8245767873024443,1.5714590050041666,1.2449489256433268,3.112496803306652,2.40807693981652,1.8559967341535384,3.047359580884257,2.718307697001814,1.84641416427366,2.081499654709964,1.0179596851501247,2.1513894241379323,2.0948684620556306,2.049347335336304,3.515663450326296,3.2361348093911926,2.636089817892862,2.253470292463545,3.2360149762376578,2.631546240423136,1.9417960804474168,2.2121631366844627,0.543924727289174,2.525147756300466,1.7766271657493502,1.6173624868740135,1.3833587744501283,2.99387587300206,2.6526471998964807,1.8637367726912464,3.0778898740232923,2.66175436575232,1.8545203784181417,1.981223029008613,1.075694712069088,2.272936849232802
poly2,True,False,2.301192707338146,0.7328851546692662,1.9276716034347567,3.403004048888292,0.7949491473936303,0.9152413614444522,3.4793177411156115,0.9275220365720632,0.8700079873843595,1.9486126699447373,0.2578864314607679,2.336734055929082,0.6427641099381154,0.988715201319083,0.4363553149924004,0.8926281256133881,0.7368341728478478,0.9095773394187736,0.8972254274084956,0.7724008011847648,0.9600739998052806,2.0292506280611367,0.7200891177159635,1.3294510598572795,3.2332882360921964,0.9186941078334512,0.9430864292552132,2.9597411410194567,0.9466117740589444,0.7076371920823514,1.8586605890889345,0.116484693977468,2.284293442363096,0.6151629939660583,0.6824274235481248,0.5088578197662236,0.887418972307628,0.7197905874741469,0.9125694112030516,1.0555738814511968,0.745693278158106,0.9935523977403816,0.792109307432278,0.3405580986618737,0.7963445270991585,1.3134437191226516,0.301394314603167,1.73655545486598,1.4838882230453367,0.6090344229915459,2.056069316480444,0.8769250986291359,1.1487547501268902,1.2493213912467425,1.3477892903939748,0.7030886829365223,2.515136249959706,1.4061363758731724,0.6814233677523833,2.834692208618912,0.8450560279844826,0.4167677106378795,0.9229146802169652,1.2268370364429757,0.2298683997983763,1.9278341558261072,1.3689678945189747,0.8109325392035652,2.0141278574358688,0.2135251770759031,2.445535634199329,0.1452300789956353,0.2842797830579587,2.939301180072498,0.3256518445291802,0.0885237300530075,2.8162374925938063,0.6866847823156395,2.0135957801348354,1.6108344996741455,1.256723842520076,3.4795407538153347,2.276463890480139,0.7045559807995674,3.3964335821439637,2.5164067453922883,0.3918696234561069,2.198745500433448,1.0294078027570173,1.956026520580039,2.120944882435016,2.030012969401437,3.40215158241206,3.473165901924623,2.524318012821445,1.1121713766055137,3.556989634561337,2.5033382397258417,0.6197402444062461,2.3119528803211256,0.5415823526044763,2.438913511451905,1.933614755265875,1.6352136915724207,1.3541118927085116,3.327312311809387,2.499696997514961,0.8399019732435985,3.4202478886975345,2.411813208129584,0.4957562784616126,2.0810127726452765,1.0873410400175043,2.180188872952479
poly3,True,False,2.330455979828586,0.746474637884375,1.8976647701493885,3.468567601432185,0.7525591920395605,0.9083688740974412,3.553123081873001,0.8836131602000309,0.8699829784344454,2.048908980417344,0.2378231096091601,2.168592913724793,0.624876490382893,0.9501264848102298,0.4486886394374096,0.9005419476032803,0.727308863126091,0.915821987533034,0.8934473425694157,0.7672486904803061,0.9635719277464532,2.062696446772025,0.7374937272918066,1.2938659676103417,3.287343321463635,0.8706759983053506,0.921863002676047,3.017165414370296,0.8840303818737283,0.6902824238054263,1.951854581469844,0.1005034802388198,2.217275207557843,0.5997120506838917,0.646408501683588,0.5223415113381932,0.8795907104929391,0.7105202143010768,0.9035584290571234,1.0440739059513957,0.820362342890978,0.973622739846162,0.821214286447692,0.3450857233805914,0.8265159641484261,1.355256016941638,0.4118288004875879,1.734171469315592,1.5203257928656635,0.727781282782044,2.0299462583918606,0.8722424731170064,1.1161121693666145,1.2336720143677145,1.3656444564049406,0.7337053575193967,2.4684890334166223,1.423050574708896,0.671796703189759,2.774699121777821,0.8736547503707865,0.4270230568329229,0.9429618187831954,1.2608632281874488,0.2175760173165872,1.9075252856775464,1.397708256409323,0.8616315273803938,1.9669768953699505,0.2377427719895382,2.4297317699447776,0.1638616061644449,0.3072117350459954,2.8919314856512623,0.3355616665890326,0.1085870519046155,2.778303054957579,0.6882779815381262,2.0718071295887426,1.6245427615544896,1.2464498343392236,3.557306262361828,2.2497877180956265,0.6941211030063904,3.4713783619629632,2.4791722050016176,0.390834910631103,2.290458347885737,1.0587722892835445,1.8738917864664209,2.121877555005484,1.9840731854808296,3.353896374335838,3.525302170851961,2.4785607702523533,1.089530298696696,3.6234100794206263,2.456167325225028,0.625002631694623,2.4158201097200163,0.545699656659235,2.25894678671801,1.9822459184564445,1.627844957837678,1.3300108643755038,3.399667951861917,2.462482802309533,0.8204501760517562,3.4937609274854595,2.3786264528392795,0.4935674047074452,2.184880002044167,1.124420897459696,2.0019864299922947
exp,True,True,2.2225673375441724,0.7336249033169708,2.051143817449244,3.1120747088794407,0.8136387117820608,1.7830947990817456,3.15386962402592,0.9826366892758756,1.7631849108169029,1.678320491032684,0.320406388910244,2.1656395965827278,0.6391873301637225,2.1892401859798896,0.4303649175734033,0.8964108852633478,2.62262828723086,0.8825972371080995,0.9714663087879444,2.623272151277148,0.9412042219460608,1.95432166357484,0.708143997456657,1.5497906617549702,2.993641846354112,0.9233272392524434,1.7826486512327262,2.725088978619471,0.9655882270017666,1.7508573184021443,1.5344608254690957,0.1495853094001955,2.212422390493352,0.6147246401584203,2.1866492598909395,0.4925841769853291,0.9423197614248208,2.610223957583301,0.9045268866898228,1.145584380384312,2.743099991081765,1.0213763204932056,0.7974249734861671,1.931898844445952,0.7889549796282075,1.2822765884441885,2.770554471398465,1.8604793711321688,1.5193226788326006,2.7312407483826293,2.230722675830692,0.8695228748238264,2.3486757906059466,1.2522425046403858,1.3072665938761905,2.9749124768119715,2.610899331196475,1.4095758986749634,2.726573957589518,2.913023766357803,0.8160592027170191,1.8813057835934897,0.906646290949198,1.211553566528906,2.708740298756388,1.997285679223513,1.405904371343292,2.7366211049377864,2.1283951772143763,0.0929461787411657,2.4366177225301286,0.0587271904884135,0.2120899118489052,2.9139518160005413,0.3314775851975937,0.0260037726035315,2.811925135198463,0.6866373054606457,1.8376974782792284,1.590305512770589,1.2399226343420673,3.1368393963326704,2.4080389832377023,1.6948644817823353,3.0725877275968485,2.708568552434924,1.607076001782834,1.886342494612756,1.0179048318589317,1.8605549848845888,2.093179812161813,2.046123030952687,3.4926368512503547,3.242822624441641,2.6300658642653145,2.10376869529732,3.2551673620883737,2.6175506806306887,1.733353104696835,2.02476734101877,0.5404659870166898,2.2515081889196598,1.7883214160636651,1.6280033760069443,1.3720625363057717,3.022334002579772,2.6523169160596,1.703743544426071,3.108162404764739,2.649238642192324,1.6376967191277154,1.7938272333429204,1.075637032626577,1.99538072408778
log,True,False,2.2200291060986865,0.7326392750640381,2.120825097506416,3.100780107770312,0.8107548465284848,2.078485784411001,3.14099133171059,0.98059207735293,2.1202560544548925,1.725869570288591,0.3051064081262959,2.668173712832857,0.6385491099218928,2.3187352598745217,0.4326799083832739,0.8948679613287057,2.824298593736257,0.8828108107783599,0.9704149132640908,2.8109927254900424,0.9415001781203688,1.9520608203866008,0.7074995484544022,1.6334451501592997,2.987303488010437,0.9235372600121796,2.0785037800481097,2.7162629398613345,0.966205783231577,2.136890640136652,1.592762356301383,0.151950260754256,2.7441488432099868,0.6134354469400016,2.3224331123290303,0.4915439388833114,0.9425607942792684,2.831946974742221,0.904957779845615,1.1467896005590947,2.920178480438412,1.0218810525882902,0.7854369819434848,2.0408267115772376,0.7802114622651324,1.2774065731427775,2.9794901993438696,1.836774416805112,1.5154381332956035,2.87899760782485,2.211787716006594,0.8661264332634712,2.472695343458424,1.2519701813644823,1.3085623713748844,3.187148030049781,2.5803311293231173,1.4097144399345405,2.931262881755453,2.8947653377060214,0.8081164568430991,1.9737614343373735,0.902502899219732,1.208509778337577,2.899870077324659,1.971682049987161,1.4048605665974885,2.9081622208483453,2.0970482575805303,0.1573767505342985,2.551948911494691,0.0990387803096262,0.2339548242203192,3.1238726909043084,0.2910869078334102,0.0413037533874795,2.990162533608196,0.6745802195693813,1.8309097607091052,1.5788452344546482,1.2559859535530924,3.12178768144394,2.4093193739470267,2.006238413355991,3.0572282655417817,2.731342236363871,2.042876143944097,1.9574126212733527,1.0197844944653145,2.397738681696223,2.092078647159206,2.046148620038976,3.5426498376595346,3.234193194776072,2.644108628971667,2.392909975170624,3.2408314379782923,2.6449672332101706,2.121814206217592,2.0917257218783054,0.5566983924958868,2.7641977765948265,1.7798574029160832,1.621735596865132,1.4025540479057337,3.0034251759026307,2.654683684782066,2.011740841344377,3.090470403268015,2.67660212750901,2.040212845543984,1.860785614202456,1.077519521384326,2.5138116788430285
power,True,False,2.218047956266872,0.7357724422647132,2.084976483987815,3.1231232653954524,0.8164267585885004,1.9286537749305568,3.16879556263095,0.9874214855175992,1.9343429588934649,1.5670050043977453,0.344137250938019,2.4126747493406158,0.6394507428617575,2.260044967647441,0.4280428920655649,0.9005139668913493,2.7343254139261446,0.8834267986537405,0.9773300110065832,2.7336323275001164,0.9425073316256752,1.9476575956958075,0.7102984780624945,1.5953678470571009,2.9982577242956268,0.9238459397860485,1.9276188602224325,2.7362187949317693,0.967457651817238,1.9339320964446016,1.4096798521538572,0.1671593224134833,2.469292390704462,0.6159012634713384,2.262570834568465,0.4922236381971465,0.9470069449798236,2.7297479665248647,0.9052359695782533,1.1501009011294965,2.8499393694523807,1.021990753715609,0.8044111251974975,1.9979615726154136,0.7951680151225159,1.2903294649859554,2.887385182912824,1.8498287775633568,1.5284779522565763,2.8255287773222166,2.2213614828872625,0.8711307328063963,2.4156453416512926,1.2519090994195352,1.3098230269911124,3.0908543989362776,2.598265300776489,1.4142798026692511,2.8438372184425447,2.904064073816045,0.8204553713926577,1.9397725569836357,0.9108642406445994,1.2184812231780178,2.81833231085762,1.9864352229450248,1.4132287944327897,2.840445868703327,2.1151635947782514,0.0665705992892561,2.507718176783845,0.0362910006445448,0.1869349614642093,3.036027633002941,0.3088822374643906,0.0022729105757564,2.924047950059323,0.677398411104268,1.8449237152321547,1.5969117952672636,1.2470996942588266,3.150028508028544,2.4095458440227424,1.848230859837798,3.087267606588504,2.721968215058623,1.809050854663793,1.7709197510138417,1.019731832905272,2.11760856207784,2.089855276318509,2.04199062699452,3.51490267513237,3.243447076717452,2.6379821887000445,2.244785719258929,3.2645153769554613,2.62981472364317,1.918257929403081,1.9126408302699407,0.5533755654099409,2.500656500626714,1.7931415061008964,1.6315737536617567,1.3875129992172248,3.0367407424955792,2.654653507483319,1.852415139938344,3.1254303459348227,2.664877578850165,1.8281230272320796,1.6817007225940912,1.07746414634984,2.246492623538439
mult,True,False,2.218047956266872,0.7357724422647132,2.084976483987815,3.1231232653954524,0.8164267585885004,1.9286537749305568,3.16879556263095,0.9874214855175992,1.9343429588934649,1.5670050043977453,0.344137250938019,2.4126747493406158,0.6394507428617575,2.260044967647441,0.4280428920655649,0.9005139668913493,2.7343254139261446,0.8834267986537405,0.9773300110065832,2.7336323275001164,0.9425073316256752,1.9476575956958075,0.7102984780624945,1.5953678470571009,2.9982577242956268,0.9238459397860485,1.9276188602224325,2.7362187949317693,0.967457651817238,1.9339320964446016,1.4096798521538572,0.1671593224134833,2.469292390704462,0.6159012634713384,2.262570834568465,0.4922236381971465,0.9470069449798236,2.7297479665248647,0.9052359695782533,1.1501009011294965,2.8499393694523807,1.021990753715609,0.8044111251974975,1.9979615726154136,0.7951680151225159,1.2903294649859554,2.887385182912824,1.8498287775633568,1.5284779522565763,2.8255287773222166,2.2213614828872625,0.8711307328063963,2.4156453416512926,1.2519090994195352,1.3098230269911124,3.0908543989362776,2.598265300776489,1.4142798026692511,2.8438372184425447,2.904064073816045,0.8204553713926577,1.9397725569836357,0.9108642406445994,1.2184812231780178,2.81833231085762,1.9864352229450248,1.4132287944327897,2.840445868703327,2.1151635947782514,0.0665705992892561,2.507718176783845,0.0362910006445448,0.1869349614642093,3.036027633002941,0.3088822374643906,0.0022729105757564,2.924047950059323,0.677398411104268,1.8449237152321547,1.5969117952672636,1.2470996942588266,3.150028508028544,2.4095458440227424,1.848230859837798,3.087267606588504,2.721968215058623,1.809050854663793,1.7709197510138417,1.019731832905272,2.11760856207784,2.089855276318509,2.04199062699452,3.51490267513237,3.243447076717452,2.6379821887000445,2.244785719258929,3.2645153769554613,2.62981472364317,1.918257929403081,1.9126408302699407,0.5533755654099409,2.500656500626714,1.7931415061008964,1.6315737536617567,1.3875129992172248,3.0367407424955792,2.654653507483319,1.852415139938344,3.1254303459348227,2.664877578850165,1.8281230272320796,1.6817007225940912,1.07746414634984,2.246492623538439
hybrid_mult,True,False,2.2127705675019143,0.7353727755861825,2.773297227797438,3.164886951756199,0.817554315622001,3.786131002161956,3.22675154615,0.9905204280724028,4.266158593562329,1.2729897289001413,0.3571167530532353,5.396661873274139,0.6393428182596181,2.657768038226446,0.429647402511974,0.9027681612723844,3.4708233399448942,0.8836259250659805,0.9808581720850768,3.463413388245078,0.9429427517249572,1.9393924418474249,0.7103245125405918,2.2961606898361544,3.0234288800050293,0.924118271013348,3.852981842648471,2.7853152554806617,0.9687041211592604,4.40816365543985,1.0652315117244149,0.1829568532421201,5.6010751720268885,0.6158415055582835,2.657568445090664,0.4915300684188078,0.9501514907775792,3.572932263912294,0.9054273866590344,1.1531371341993917,3.495409530380464,1.0220913302731065,0.8024267908846399,2.268671758737268,0.7946992795093852,1.296549066648012,3.578429150853028,1.9235065750402844,1.5360655020099394,3.308909201834472,2.2700127827881325,0.8700665525855324,2.755084895517761,1.2516326717352817,1.3111946517209885,3.769906531238513,2.7607596688157336,1.417781714990345,3.613793092258259,3.0044328537011107,0.8188498911575958,2.143645745859861,0.9116015388014004,1.223627839149309,3.4297285368264854,2.1196044533363176,1.419168608316152,3.4609050951837177,2.2695261514921268,0.0878171374118898,2.634766304809652,0.0470284353792997,0.1762471986790821,3.582617094057706,0.54566246845478,0.0107065915394598,3.3777241123686115,0.715872228505269,1.8584117479533249,1.5998307070891966,1.8594362021449435,3.1964121125339147,2.399583251737926,3.7623734689969335,3.143738362653773,2.778289202128849,4.5159878140521,1.4767833606223686,1.0190208338676496,5.519401672204055,2.0861718876342503,2.037775883528599,3.9255308681184338,3.255076796289845,2.671694102906053,3.9291915282308634,3.304867842328055,2.730480553665319,4.309493624258243,1.629629941467012,0.5323896308266612,5.459809030023113,1.8018644362219605,1.6332614383368795,1.962378967814236,3.084934107434977,2.647314607788108,3.821160284760436,3.186834454252979,2.7237114778377567,4.346685647785184,1.3986898337911626,1.076755860786612,5.4318634967592585
am,True,False,2.2247011521041733,0.7300091235896768,2.082438530975228,3.092742863332638,0.8072825667496976,1.9346665147241275,3.129974252986348,0.974796429740408,1.9506806427536336,1.8444821757794885,0.2795590777128718,2.4309485018514,0.6380630943299662,2.2539478578063448,0.435159301732876,0.8903464824721546,2.7216005211841865,0.8818593398387097,0.9636037527455656,2.708617475709466,0.940015328853972,1.959729562611081,0.7050078086726846,1.5851764584102566,2.984777040196732,0.922890606465502,1.9335696236442068,2.708884935367172,0.9640945774060136,1.9557977077114577,1.7259734363142551,0.1337021676018074,2.4977995856490787,0.6120499388487982,2.2539934983859187,0.4921686868632748,0.9372444328904048,2.721716945447441,0.904166220900357,1.1415617519744512,2.8217016191584543,1.021186320303261,0.7778373732708034,1.9819342117462448,0.77360635924274,1.2684548772842852,2.874220797508598,1.847939054410393,1.504647482637809,2.7926132372628167,2.221806575057689,0.8640986123632723,2.4122565806353715,1.2522860352847964,1.3056687104658076,3.082438099212409,2.5907290065623654,1.404290233844193,2.822962763572325,2.902114430465448,0.8036614822257757,1.9216898792185892,0.897861826548679,1.200755490350975,2.801105534917948,1.9813394671452835,1.3963284947224075,2.8124118211346705,2.108719785854835,0.1883985088934566,2.4826061575152885,0.1245861107198666,0.2613269639489883,3.005260085407988,0.3129846196133235,0.0668510838009037,2.8806739746886403,0.6837042661456094,1.8245767873024443,1.5714590050041666,1.2449489256433268,3.112496803306652,2.40807693981652,1.8559967341535384,3.047359580884257,2.718307697001814,1.84641416427366,2.081499654709964,1.0179596851501247,2.1513894241379323,2.0948684620556306,2.049347335336304,3.515663450326296,3.2361348093911926,2.636089817892862,2.253470292463545,3.2360149762376578,2.631546240423136,1.9417960804474168,2.2121631366844627,0.543924727289174,2.525147756300466,1.7766271657493502,1.6173624868740135,1.3833587744501283,2.99387587300206,2.6526471998964807,1.8637367726912464,3.0778898740232923,2.66175436575232,1.8545203784181417,1.981223029008613,1.075694712069088,2.272936849232802
gm,True,False,2.2247011521041733,0.7300091235896768,2.082438530975228,3.092742863332638,0.8072825667496976,1.9346665147241275,3.129974252986348,0.974796429740408,1.9506806427536336,1.8444821757794885,0.2795590777128718,2.4309485018514,0.6380630943299662,2.2539478578063448,0.435159301732876,0.8903464824721546,2.7216005211841865,0.8818593398387097,0.9636037527455656,2.708617475709466,0.940015328853972,1.959729562611081,0.7050078086726846,1.5851764584102566,2.984777040196732,0.922890606465502,1.9335696236442068,2.708884935367172,0.9640945774060136,1.9557977077114577,1.7259734363142551,0.1337021676018074,2.4977995856490787,0.6120499388487982,2.2539934983859187,0.4921686868632748,0.9372444328904048,2.721716945447441,0.904166220900357,1.1415617519744512,2.8217016191584543,1.021186320303261,0.7778373732708034,1.9819342117462448,0.77360635924274,1.2684548772842852,2.874220797508598,1.847939054410393,1.504647482637809,2.7926132372628167,2.221806575057689,0.8640986123632723,2.4122565806353715,1.2522860352847964,1.3056687104658076,3.082438099212409,2.5907290065623654,1.404290233844193,2.822962763572325,2.902114430465448,0.8036614822257757,1.9216898792185892,0.897861826548679,1.200755490350975,2.801105534917948,1.9813394671452835,1.3963284947224075,2.8124118211346705,2.108719785854835,0.1883985088934566,2.4826061575152885,0.1245861107198666,0.2613269639489883,3.005260085407988,0.3129846196133235,0.0668510838009037,2.8806739746886403,0.6837042661456094,1.8245767873024443,1.5714590050041666,1.2449489256433268,3.112496803306652,2.40807693981652,1.8559967341535384,3.047359580884257,2.718307697001814,1.84641416427366,2.081499654709964,1.0179596851501247,2.1513894241379323,2.0948684620556306,2.049347335336304,3.515663450326296,3.2361348093911926,2.636089817892862,2.253470292463545,3.2360149762376578,2.631546240423136,1.9417960804474168,2.2121631366844627,0.543924727289174,2.525147756300466,1.7766271657493502,1.6173624868740135,1.3833587744501283,2.99387587300206,2.6526471998964807,1.8637367726912464,3.0778898740232923,2.66175436575232,1.8545203784181417,1.981223029008613,1.075694712069088,2.272936849232802
