language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,3.3507920907511406,1.1293879648223533,-0.028802128081371132,10.74009681092736,10.801215686002593
gu,7.698172821741867,0.8743101636762746,-0.021101491777357127,11.436537997902965,11.53181713268492
hi,8.263140061616706,0.43077051521345855,-0.00417830438681605,12.122272703201936,12.322294619721584
si,8.315135251180205,0.5173839650894594,-0.00539223111118856,16.449883751391123,16.841892886123922
ta,6.821422401830364,0.41098275812488466,-0.003915279647739991,13.393933066391174,13.707392220722747
