train set 1,train set 2,test set,language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,bible,flores,ka,3.729048526730857,1.6694541030559293,-0.1994440400971364,0.005458665037395106,-5.092445960924327,0.6620097431648192,-0.018525476404397136,0.05879447357920457,0.07698003494489947
gov,bible,flores,gu,-1.4626680911510928,3.6496901752411093,-0.4574982262320616,0.012691137286158742,1.5339860257393205,-0.1581321530465809,0.004153362276733209,0.04444444444444198,0.050917507722084025
gov,bible,flores,hi,7.158794775061786,0.030777148172263732,-0.0012840010241149812,1.6805240840473367e-05,-5.524685909101754,0.71469180686754,-0.019977292989692585,0.0677003200386276,0.08086626128532508
gov,bible,flores,si,2.7415186377281224,0.0005050390941479208,-0.00048354749499185574,1.0002519549850436e-05,-1.9215430765156232,0.2624378486532753,-0.007444904232152943,0.08897565210026012,0.0900103192805769
gov,bible,flores,ta,-10.514265886770502,0.022133789277611723,-0.0011759638310470644,1.723356146405547e-05,13.237008934292975,-1.6562959140114164,0.045911126211389694,0.06770032003862558,0.067785746254012
gov,bible,bible,ka,8.890361240959457,9.876305867343834,-1.2168537099905439,0.033582013200788234,-4.644725146210066,0.7268138850295008,-0.021039754697290768,0.439415998517443,0.46604621151959047
gov,bible,bible,gu,3.2506597917790057,7.208784577362656,-0.9044283434139079,0.025084429285312543,7.576277970975026,-0.834372928026977,0.022438857047206776,0.30388431847059905,0.3197221010809398
gov,bible,bible,hi,6.9280222117610535,0.07106777901291586,-0.0019103806223011702,1.6200556424799944e-05,12.852317118031626,-1.4814639846581592,0.04028436479812504,0.17037540250217087,0.17253555681520857
gov,bible,bible,si,29.85375684011784,0.027692880395808427,0.00025666364913512507,-7.986892266560421e-06,-9.352256621661464,1.3681580981850816,-0.03926660869916063,0.29083213944357317,0.29588223219998216
gov,bible,bible,ta,3.921197047584931,0.06761855532608534,-0.001966566423046538,1.9475945105080774e-05,14.052284631023591,-1.625048331058927,0.04422845157881231,0.17834112132526553,0.20381205031071198
gov,bible,gov,ka,-2.3748923510429334,5.959471265283391,-0.741485194306074,0.02052565183121173,-2.2814149676008193,0.3041611888476684,-0.008587810800980672,0.0702728368926269,0.07136240318392738
gov,bible,gov,gu,3.033192300742144,3.9508035227702085,-0.5184384048525419,0.014549386418667667,-1.779457541139371,0.3085588341488273,-0.009208081468579266,0.1360827634879469,0.1761207483132709
gov,bible,gov,hi,3.312499413837684,-0.12984920622766372,0.004092063486457628,-3.6507936439380664e-05,0.18979431805447194,0.007232852227564742,-0.0003996008335254672,0.23184046238739228,0.23186542233389
gov,bible,gov,si,4.38943719182503,-0.08839040408216456,0.0008717310756110184,9.221464391961767e-06,-2.264493896425051,0.3563590729270647,-0.010459562724116113,0.1471960144387957,0.14735319142259132
gov,bible,gov,ta,13.390145659165611,-0.18266087761592034,0.005663920654365755,-5.0163772536254254e-05,-12.05007118251244,1.5899556286473329,-0.04464961622577181,0.14385563751359218,0.144497853375654
bible,gov,flores,ka,2.9033957239032726,-3.653823785087925,0.4916873573889651,-0.013873174189344993,3.6081132168116516,-0.34432307352878744,0.008823789083836459,0.3790827135384849,0.4309496396386206
bible,gov,flores,gu,-0.9364817203298419,5.350415449539842,-0.6682113472023615,0.018517702031094492,4.888815683418871,-0.48792967434231627,0.012651681625875637,0.11758894715841592,0.15396007305906834
bible,gov,flores,hi,-5.424596558738419,12.622648781196304,-1.5918304405944748,0.04420658116883747,1.3320425648189982,-0.04970375327444195,0.00056618794598525,0.10069204977994906,0.1099768477092424
bible,gov,flores,si,14.715303699239149,-12.874220923642385,1.6269454496371483,-0.045169781005146195,0.8838982056982301,-0.03211456261064424,0.0003579491024885523,0.08079466429025432,0.10785149250908972
bible,gov,flores,ta,-10.388621388610346,14.549114172354152,-1.8311868389326662,0.05082129079344681,0.6492907533948401,-0.021318468130307314,0.00023381204336200273,0.09501461875825046,0.09556120783003605
bible,gov,bible,ka,-4.636192066493282,3.3577270998022115,-0.4021537668806901,0.011038050446581817,2.2688774592977374,-0.2504196082703003,0.00667832244685906,0.30020569080236015,0.30026994019006353
bible,gov,bible,gu,5.291128093000765,3.3197694118732626,-0.40555371958471065,0.011183076576942005,-3.112988710943863,0.46549837858441195,-0.013480922034796571,0.5406900026931696,0.6030593244544831
bible,gov,bible,hi,9.450541621104467,-6.972749155330067,0.8978928270225346,-0.02506170918679458,0.998233559974719,-0.040999092965223805,0.00047528344664752334,0.8767838958375006,0.9160598444476784
bible,gov,bible,si,-2.601702506080252,3.716971226782142,-0.45835401656037117,0.012661968567005997,1.2257566302604683,-0.04584021253251886,0.0005068783185055387,0.7581959582529544,0.7917178516454911
bible,gov,bible,ta,12.030751157461884,-11.801467892713653,1.4943467237017312,-0.041518633269645694,0.9196399614435655,-0.03548830951134787,0.0004036533149425089,0.6333333333333264,0.67195816653696
bible,gov,gov,ka,10.399873866998911,9.192802127557801,-1.119646028142811,0.030807211364914926,-5.245040799636906,0.8781747423214273,-0.025859792208940406,1.3801950121649134,1.5059680657939978
bible,gov,gov,gu,26.839181338314294,8.133089748708347,-1.0186872301205485,0.02824714185184241,-13.559213266214382,1.8865244048003713,-0.05358658326110966,0.2901681079377728,0.35171537969387173
bible,gov,gov,hi,1.7792476291521941,18.429767711327326,-2.3276558434507444,0.06465967877858549,2.1611369264561575,-0.08310040258974723,0.0009443184611384415,0.10992421631892128,0.13492967968111294
bible,gov,gov,si,20.129567414052445,-0.41205646003793656,0.06038159573189014,-0.0017209908279434726,3.1912014434634446,-0.11870536698757597,0.0013323507232315495,0.25055493963954856,0.28194102346881816
bible,gov,gov,ta,7.781975777152264,11.892020992314677,-1.4909918816471366,0.04134635370801716,2.3095482411093653,-0.08484774459651927,0.0009482741188735818,0.1679120139967391,0.1775932198554421
