train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,4.726916838712666,-9.423717047373518e-09,4.23514800501101e-07,9.04529168094981e-07,-4.192546559946725e-09,8.497443658977819,8.456785388169918
10,10.837968255004055,-7.116946182707239e-06,-6.627260620415382e-10,0.0005161534805193317,7.88760851653782e-06,13.775881240085042,13.713238451467285
25,12.611245583514272,-5.271313894964552e-10,0.023165061164856428,0.040061691928908835,0.05710669214583573,15.39089182619966,15.31617877592705
50,17.853154638169514,-0.0019382701307081775,-4.390224837320067e-09,0.008496829793324267,-0.001415155728986581,17.316647388292363,17.992364489303935
