,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,4.97135848385482,4.055776709538705,4.823241218071429,5.133413636750636,5.284463246121149,5.5598976087921805
poly2,False,False,4.398867304117306,3.8733756806369306,3.95347565765898,4.056395393015317,5.051451575769284,5.059638213506016
poly3,True,True,3.9891445970485178,3.069661502774374,3.827352585732541,3.829647066197333,4.231931947004086,4.987129883534254
exp,False,False,4.782588311858191,3.15822520075303,3.866893645560976,4.990736392978583,5.495960555191137,6.401125764807232
log,True,False,4.744335562718327,3.3989660010211638,3.786192945176616,4.785366170621658,5.300312748790993,6.450839947981202
power,True,False,5.60524862678601,3.0131625866805907,4.024107352790013,6.5754134843053045,6.580580660123345,7.832979050030799
mult,True,False,5.60524862678601,3.0131625866805907,4.024107352790013,6.5754134843053045,6.580580660123345,7.832979050030799
hybrid_mult,False,False,6.057138393237922,3.227293542768221,4.093454092485262,6.937748528816702,7.447926371248906,8.579269430870518
am,False,False,4.97135848385482,4.055776709538705,4.823241218071429,5.133413636750636,5.284463246121149,5.5598976087921805
gm,False,False,4.971358482761881,4.055776710610156,4.823241218014019,5.133413631391797,5.284463244850104,5.559897608943324
hm,False,False,4.9713584829770685,4.055776709538705,4.823241217136646,5.1334136337698215,5.284463245584087,5.559897608856079
