c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
23.125572125770006,0.5850647250647102,-106.65402815701063,58.0637060999264,9.22562317104036,3.2103675749006877,0.7648984234266027,8.541931912435182,2.848725975513746,0.7553547897415599,2.6191866504230386,-2.063900151184542,-2.3718316116575995,7.462569941235797,-0.013846357656099907,-3.1712826035509387,9.957093184504824,-1.8949081536863384,-12.561564200765316,4.152712689728026,0.13119670458744626,-0.40578113658746867,4.310289005531863,4.564412409934854
