train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,1.0873500174086541,6.874182358189442,7.235573588874464,8.0898942446048,8.096179755584163
10,9.051733433947415,5.637063190986709,3.48575381893781,13.544355459623604,13.556072459009366
25,10.202751489051414,6.575384154820766,4.172051781499581,15.165983501422026,15.178784052654843
50,19.603078758660534,2.0218051500435563,-3.6559865646156466,17.23162467351807,17.55770879783243
