train set size,c0,c1,c2,rmse,kfold rmse
1,1.2743279932948366,-1.0270381355077592e-08,-1.665900440822133,8.14443830496721,8.139912855589571
10,2.5236161809680024,-8.648261374238497e-09,-1.6118829133925296,13.737092729420814,13.712929340759683
25,2.966077518720438,2.1676647464451613e-09,-1.5886331740423572,15.38147352372817,15.356448459794086
50,1.0649663502971483,-9.603296135293309e-09,-3.168713132169861,17.232489968199907,17.482929803983925
