train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,1.2555223193596619,-5.461901307508043e-09,-1.9629170192466904e-09,-1.9928947963097712e-08,2.3712044573058852,2.2509639179397642
gov,1,bible,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,2.8210264749067457,-4.846071094170334e-09,-2.1917348784844753e-09,-1.5505822179426612,3.4773277179147417,3.5862941061191256
gov,10,flores,1.282347473568212,1.726033655770133e-09,-2.3270876474827844e-08,-1.971216606315359,2.499442811492217,2.556943729590584
gov,10,bible,0.0,0.0,0.0,0.0,2.3958297101421877,1.3610113832176343
gov,10,gov,7.740061508217387,-2.0573501530985104e-07,-3.859597635614315e-08,-0.8929852339670149,4.47048741180745,4.467739724867772
gov,25,flores,1.4877808962796766,-4.704839684124286e-09,-1.0999788774121393e-09,-2.0231012417508736,2.7173081740686675,2.760526746370749
gov,25,bible,0.55555119766153,-5.391509377255287e-09,-5.065297322845427e-09,-6.136515724057185e-09,1.6451341052200994,1.5150192634841406
gov,25,gov,8.74254116460244,-4.1005646753677665e-06,-3.7166331372118316e-09,-0.8640821553430295,5.156554746632298,5.056704412095887
gov,50,flores,1.3542027726940788,-5.258340262944214e-09,-3.4163228983124462e-09,-2.3104834749242253,3.427166985462987,3.635356170221204
gov,50,bible,0.0,0.0,0.0,0.0,2.335950912726264,1.034466183202305
gov,50,gov,1.1544994651225242,9.278605403893062e-08,-1.2977624619659249e-08,-3.8678825510647905,5.337314887323898,5.382529119431112
bible,1,flores,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,3.595676981012957,-1.7634924607816153e-08,-1.7327454202511426e-08,-0.9562232899370551,3.4291147928273995,3.360600043001021
bible,1,gov,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.48222092688738677,-3.637381511662318e-09,-8.46709882693475e-09,-7.130301795503375e-10,1.1713457722689908,1.0571809461170052
bible,10,bible,6.71534346475941,-1.3614099753242984e-07,-6.056168316453697e-09,-0.7116188579608499,4.219613242852406,4.0938188464728364
bible,10,gov,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.5960671731871958,-9.92905109751122e-10,-2.396539572861066e-09,-8.916020742489312e-09,1.1889023095722746,1.0874701645051592
bible,25,bible,7.344648890057332,-0.5481968030106826,-3.79430717809735e-10,-0.6293645212747089,4.4743914596059104,4.385128848272518
bible,25,gov,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
