c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
44.906623813307135,16.557630796669613,-7.967714909447078,-106.39114336770069,57.6425218747195,19.651146927294704,14.000832125566754,-2.5518323826325626,0.3043746489063889,-26.79905499227672,4.423264815781437,4.33451377382111,4.384033760539741
