train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,10.814771198588714,-4.717855124075449e-09,-0.0001429466963048164,5.20368783337426,5.215165559630071
gov,bible,1.7806624872005135,-3.164254660620679e-11,-0.06613595767995502,1.3210046455029627,1.3265511015292308
gov,gov,1.5135426905356886,55.581824091462394,2.469592193387062e-08,9.247111256627766,9.309714085425801
bible,flores,1.9571143838436442,3.6180484362903572e-06,-2.9353854216310463e-09,0.9908299961422427,0.9965536102084209
bible,bible,18.000016003922553,13.269844967488066,8.285156360352561e-08,7.0254858908800495,7.063045750026708
bible,gov,1.1258395953875373,-3.5461999576962204e-09,-1.1756330619322481e-05,0.7375187996388199,0.743771318991705
