c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.4072712884650801,0.2134716009239765,-0.0011284604851765061,-1.4930961336250577,0.6848610426885802,0.7994695712748532,0.9177225493347071,0.45965329163897406,-0.004832623590331258,1.0016283088194955,6.758910394091798,6.7688224939469155
