c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
7.0497620377496055,-0.0007959347503505094,-9.001290596156787e-09,3.028854290436047,0.3427033800465947,14.097569749641076,14.0683250890514
