train set,train set size,c0,c1,rmse,kfold rmse
gov,1,8.852603358409901,1.2264396388968795,8.288149126655549,8.308994818156545
gov,10,16.16271161649887,-2.3470637388616032e-08,14.041784719696857,14.124925224875525
gov,25,18.36494449767048,2.1440672578339836e-07,15.427841763309784,15.516328768646181
gov,50,19.531890110102488,-2.1652460902156236e-10,17.231917687438393,17.48233563315355
bible,1,6.209568699857815,9.531494725973565e-10,7.822932739666475,7.8502874921660375
bible,10,10.379620603478136,9.801745210053084e-09,12.381546229957687,12.427522657427787
bible,25,11.903442179288412,1.8389262103802327e-08,14.194352562984514,14.24846371009679
