language to,c0,c1,rmse,kfold rmse
ka,10.25559472491899,0.030926548196402663,11.182054013456948,11.187854189771697
gu,15.31217535450628,-0.012078646887430957,10.842078652664444,10.854459046340025
hi,15.275020917460482,-0.013967225171479272,11.789717463749515,11.802850196741378
si,16.55065044200893,-0.01472099399947598,16.011017020641766,16.022732467368492
ta,13.783654763712102,-0.010315495399805634,12.87320230755109,12.882951670413172
