train set,train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,1.4442382497724475,2.429344776168392,32.04339924119961,1.5218615689071124,43.93996020185098,-10.198878852904754,-1.1114920650776874,8.090664196226077,8.298593416742483
gov,10,2.506791338311587,2.8863868389178813,1.5976388548830565,-0.5089524828293843,3.5454927010065194,-5.793087176822507,-0.9976102671365392,13.957312488122339,14.269982900805198
gov,25,2.998391500210805,2.458251622485466,3.8129398584418737,-0.45821066576691744,3.045202770416724,-5.559626022522078,-0.9684804998814225,15.324484925426253,15.6588621517817
gov,50,6.196154648966242,5.0610797920285195,2.226667791990559,2.3422115814273377,8.537503726706566,-4.42349406102041,-0.26786981199561266,17.182031958510862,17.705686432734808
bible,1,3.2015070896119227,4.346300843751177,3.228557283526544,5.40771042571162,6.1210842189979635,-4.544385216970629,1.3232838722888494,7.751019554853973,7.8556620777006945
bible,10,3.2501304104849478,3.2732444178726583,3.05479130020167,-0.11972477517966783,3.7859640593833466,-4.17781751349823,1.3854380829972748,12.334035339728644,12.49489329066652
bible,25,3.796091318617773,3.2719730784352468,2.9663682918197862,-0.12153698776321117,3.9193681261678948,-3.4830708783792534,1.3307167125018537,14.154486337078177,14.337094957055323
