train set,train set size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
gov,1,flores,0.004208540069462393,1.6934427986158544,-9.575561562665944,1.2703017514461588,2.94226996793668,1.8803710073334459,2.037043145769776
gov,1,bible,0.32826360846484864,3.360576783778555,11.363897846772934,1.7105876528131208,-1.957839678197754,0.7523988033913573,0.756916155738825
gov,1,gov,48.38950861081063,1.610458350198768,25.969071953367294,27.993253759678023,22.074687756879285,2.6077197823490907,2.621744138566845
gov,10,flores,0.016143964390102183,1.823595579862726,-9.032504017081639,1.3213352784579044,2.8194494971346824,1.8159674976070506,1.831953710919823
gov,10,bible,6.2198883509417895e-06,1.9555225415638364,-17.330342413726353,1.3388039722983223,2.3325085117549165,0.8557096887683983,0.8562703991608742
gov,10,gov,24.317070083681934,3.3857314060822317,6.176748643285082,-0.08165623502469363,4.252481877199852,1.5411980735453374,1.5540172464149116
gov,25,flores,0.03467460659895582,1.822109053375524,-8.244160805623157,1.3180812782842801,2.7604571049196096,2.1549173563744985,2.172800334409189
gov,25,bible,5.9288284216468176e-05,1.889430706175946,-14.546910555111634,1.3847092329885469,2.4371554498173293,1.042855506862707,1.2304495116655048
gov,25,gov,26.99273050749335,3.4958442090285415,6.3835928342673744,-0.08277859545518057,4.120551904134628,1.9346686881478947,1.958378153226196
gov,50,flores,1.199872988574371,-2.0373824940427063,-0.3668843094691189,-1.5547633487631531,-3.1018583237930644,7.674738709330906e-15,1.4503892858778862e-15
gov,50,bible,0.012306860095657084,0.3405722399145961,-6.787830857184653,1.3012242816247048,-8.786283003089562,1.0335613878656588e-15,3.6259732146947156e-16
gov,50,gov,28.988348008123697,3.807865982461549,8.606312521852422,-0.09131726379449841,3.817907571521319,1.9661445172666245,2.084125897773421
bible,1,flores,0.6373636641968838,3.161630959106669,11.341065209971374,1.7122024967343368,-1.1499766787952173,0.5402935320604875,0.5627631079186168
bible,1,bible,11.163726915262743,3.0296070789254514,6.013504437266233,-0.18747484889028734,4.865421332343619,2.2572729067762194,2.274959712771979
bible,1,gov,0.8012975608393095,0.6737565902547128,14.355157830611857,1.9541141070672559,30.95149194741016,0.3875654264148868,0.3860259340963736
bible,10,flores,1.3578656058903593,3.374131465746124,11.7155448979237,1.7147176525284389,-0.9596984937052904,0.8307955356565105,0.8870667846932578
bible,10,bible,16.358296897798887,3.491040332461685,4.362454744097334,-0.31253299164953413,4.255251763073323,2.1030019274410527,2.103017966027484
bible,10,gov,0.5942523415210003,3.1703138632846124,11.50220082664809,1.703302982007159,-1.859534420328643,0.6684213612013442,0.706434636747873
bible,25,flores,0.026130612655016216,1.84989377651297,-6.305998050305022,1.3478068082662087,2.410015632671965,0.699107626019868,0.7443993996941883
bible,25,bible,19.245985847541178,3.408232091844274,4.305586675693688,-0.28604018873140713,4.365034902391574,2.2279306504686334,2.228031062097657
bible,25,gov,0.5773858627836297,3.146208578324891,11.625504997127566,1.6996974179094289,-1.9499284780697903,0.721425591580222,0.7288378038647793
