train set,train set size,c0,c1,rmse,kfold rmse
gov,1,4.687099859300122,-1.2834330768849748e-09,8.66862098487538,8.940665599714743
gov,10,12.713230650029848,-3.3889492865007596e-09,14.262526739012339,14.544808313800292
gov,25,14.950038251530398,-5.844325731072229e-09,15.629362595852433,15.915456182330812
gov,50,16.066387060804665,-5.904764281101822e-09,17.41232827287902,17.986088412946877
bible,1,2.7605476323032154,-7.2387079934376824e-09,8.212368444530052,8.09281667440055
bible,10,6.906794874880761,-2.5677181451566997e-09,12.631362338634393,12.512303895393979
bible,25,8.451805990860917,-5.495627318852869e-07,14.413007818594274,14.29603975829031
