train set,language to,c0,c1,rmse,kfold rmse
gov,ka,5.763465054396395,0.772507742174283,11.053608099788857,11.283613913370608
gov,gu,11.062977924884162,0.7298012236811555,11.763313556800382,12.01059454004182
gov,hi,10.42721528929591,0.6007603336130879,12.025201579395198,12.215950763496364
gov,si,10.365007563927042,0.6383999684894045,17.508767987438386,17.752289839155157
gov,ta,8.392818567782665,0.5989730929982695,14.422954412030725,14.657054685255744
bible,ka,3.9284412831132904,0.6000516160665698,10.063687908718435,10.251276472016118
bible,gu,5.934462265293565,0.5694576911046072,9.908079545864533,10.092961172188806
bible,hi,6.432040633966,0.5650271825918884,11.7977185352989,12.009289717140959
bible,si,7.198874079083433,0.6039194834479735,14.685969267899369,14.942170434819381
bible,ta,5.212555207321545,0.5808539189738188,11.599633817636354,11.808553843859785
