c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.219866968021655,0.24546708320553198,-3.6700025545014903,5.147294714598466,1.7011882955079862,3.4504006784542103,0.2284543415191938,0.42174837462019943,-2.231008679833897,3.092878652125939,-1.6269030999291774,0.10637406333494805,-11.699895434134469,-3.0081170201438714,-3.687494686902344,12.957576159991644,12.980933504662522
