train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.884180920123751,-1.6333592585819898e-09,0.010192511767183943,-0.009811012229412788,-0.025254408673140404,8.936700232356246,9.022254287051503
1,gov,6.53953505214662,1.1068752200163747,-0.010727440368769967,-4.40796670823419e-10,0.011421278559664126,9.998406944258587,9.72398987676895
10,flores,4.539481453710407,-2.8771856010814483e-10,-0.021809893072473264,-0.018711613587210133,0.00041144238007271785,5.961169237685697,5.720740426792778
10,bible,12.34441225410509,-1.9602705347652465e-09,-0.021772859561516814,0.00016533332471437538,0.04310938414352635,13.313250871782785,13.484193070118678
10,gov,15.534238390971813,2.181506822048501e-05,-2.9562344869880268e-06,2.245658358131001e-06,-1.2257171055742015e-09,17.129123206387302,17.0516991716228
25,flores,6.164974621061747,-1.2995083250258538e-09,-0.0015879480992115438,-0.022203897216853955,0.03389049409364225,6.867419162839915,6.937181358965875
25,bible,12.243352369450063,1.8696391775948105,-0.04202926636641136,-1.0531772053708537e-09,0.026938941302962132,15.385958643413666,15.553592619108624
25,gov,17.868089555782277,6.9839896992070795e-09,0.04245124769949305,0.017229563255544533,0.14885584903279053,18.94115873907691,18.824804587609535
50,flores,11.695708746071597,0.0001568961606334985,3.4262540393275536e-05,-9.131418479769474e-10,-3.941328380005527e-05,4.237658113813979,4.392719122301394
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,31.46701067437428,14.115743871209977,-1.0176287727952108e-07,1.8521806243512207e-05,-9.151947998846919e-12,5.643199367596864,5.257515679814132
