train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,2.1061942220671215,2.298038551032653,-2.780509567565276e-09,5.511389584184027,5.175293193672602
gov,10,flores,1.7805610565451904,1.9463896454624243,-7.527055762584777e-10,4.207094154466505,4.50180217407521
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,4.7726962331188725,1.9661765451029767,0.28100189512355817,6.149332671902836,6.1548872467643445
gov,25,flores,2.0805245688554996,1.9880247688442838,-3.454601959430193e-10,4.8330623150333905,5.272576288433004
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,5.5854598095149015,1.7824502775132514,0.6002222406604381,6.879627241903049,6.947466788535484
gov,50,flores,1.6366602472179825,2.250457658012647,-8.767012530115616e-10,4.525767568688094,6.09473518626782
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,2.667751956122977,0.38531076277211695,6.0,5.548229116377217,14.703580049032931
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,2.394674997742147,2.032054142946827,-8.687530802575954e-10,4.468010263401345,4.4533619652452705
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,3.648996552423064,1.5455760529131195,1.4178887852800564,5.10137099489709,5.114616142428828
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,4.175300123804813,1.3871324953625794,1.8271337616785714,5.267523355726169,5.307895357750417
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
