train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,1.120862039674874,-0.976822307328704,-1.732342602187857,4.68720933154111,4.6810989820211235
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,7.303780885139622,-0.6336202051847597,-1.1256869154449614,11.238624076368408,11.352714644184761
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,4.694220400723877,-1.0987460517039067,-1.0268670348114861,8.50041921166474,8.543875376548092
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
