train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,loo rmse
cc_align,25,gov,1,flores,1.9600000001633844,-4.412360044936682,-0.9999999996021937,1.0000000000000002,1.0488088481775086
cc_align,25,gov,1,bible,0.03898198124871964,-3.8483591844308473,-3.151817119260989,0.23021728866442676,0.23874672772626643
cc_align,25,gov,1,gov,18.718493380868594,-1.6510293826614972,-0.07226995235359505,2.059126028197399,2.558124312851114
cc_align,25,gov,10,flores,4.072807365747049,-1.962731598469728,-1.0942079203852162,2.049634113689563,2.4085265205100073
cc_align,25,gov,10,bible,0.6279458347262441,-1.9845365958600607,-1.3432081822514481,0.6648308055437865,0.723187389270474
cc_align,25,gov,10,gov,41.43721796410135,-1.2583290215064802,0.25510565381199074,3.2596012026013237,3.496426747409421
cc_align,25,gov,25,flores,5.053346650798461,-1.5572068479310157,-1.0227939144693643,2.2847319317591723,2.7429910681589864
cc_align,25,gov,25,bible,0.5898049141498285,-1.1986817313480473,-1.6190002192184378,0.7106335201775947,0.805605362428266
cc_align,25,gov,25,gov,45.50980848472595,-1.1656541042268997,0.24526458900565024,3.793810749101753,4.030136474116075
cc_align,25,gov,50,flores,3.917571000478173,-2.591488099176351,-1.3006287890799715,2.653613888104686,2.893850433919184
cc_align,25,gov,50,bible,0.9301455734038416,0.8505288544265941,-1.4462378562071576,0.5715476067241979,0.6396366164328435
cc_align,25,gov,50,gov,1.494839064830236,-0.5604474171054759,-3.6167427843175086,5.307227776514919,5.640567756844653
cc_align,25,bible,1,flores,0.28897825436355223,-3.9849258798586815,-1.5073444840639572,0.38209946349085594,0.4135214625627066
cc_align,25,bible,1,bible,32.01341951993244,-2.4697923607794343,0.74674456634807,1.5211837495845137,1.8447222012918703
cc_align,25,bible,1,gov,0.1921106912492836,-7.000715007187706,-1.1479397518798458,0.2863564212655271,0.2880972058177587
cc_align,25,bible,10,flores,0.4073430233354559,-1.766337977291639,-1.8406352276252533,0.41593268686170837,0.42071367935925247
cc_align,25,bible,10,bible,53.809831058353325,-1.767029374696772,0.7980144180699518,2.150348808914499,2.376552124298187
cc_align,25,bible,10,gov,0.13164208620698273,-6.311437443537849,-2.0979236444127647,0.2549509756796393,0.28460498941683005
cc_align,25,bible,25,flores,0.382065886850254,-0.5425031697720866,-2.0716738693033623,0.47010637094172636,0.49598387070547884
cc_align,25,bible,25,bible,58.70365973665287,-1.4720832138811426,0.7290010433916608,2.1496511344867106,2.3496808293400626
cc_align,25,bible,25,gov,0.17617585600353725,-4.46090858906023,-2.1384218830431623,0.2983286778035259,0.33763886032519824
cc_align,100,gov,1,flores,3.2140675675066896,-3.1619477604919237,-0.7601766738575081,1.175159563633807,1.267280552995272
cc_align,100,gov,1,bible,0.09302777494834671,-3.335195207084071,-2.535836934548975,0.22360679774997896,0.22583179581272197
cc_align,100,gov,1,gov,23.59798375063082,-1.2994590684929175,0.06910882691452314,1.812456896039186,2.192259106024681
cc_align,100,gov,10,flores,5.3764248814271545,-2.0019211053791657,-0.9076075977453572,1.833575741549827,2.0791825316695984
cc_align,100,gov,10,bible,0.9495422608884535,-2.4471132064270105,-1.078116984004345,0.6074537019394975,0.7707139547199355
cc_align,100,gov,10,gov,42.41468715094555,-1.237135026385607,0.2607674496861935,3.3378136556734264,3.6410163416277213
cc_align,100,gov,25,flores,6.693973186115416,-1.3450560770625268,-0.8397845690994603,2.1151832071950647,2.3872578411017704
cc_align,100,gov,25,bible,1.1611806365436192,-1.4192388205137831,-1.071673869098032,0.7211102550927978,0.9186947262284678
cc_align,100,gov,25,gov,48.19644634745784,-1.14929028972892,0.29147270704643863,3.9406852196033118,4.222913686070317
cc_align,100,gov,50,flores,2.8118772421052447,-2.2726564961520674,-1.797646345937705,2.980212520707521,3.1627859213893332
cc_align,100,gov,50,bible,2.517038519951249,0.22333316458679417,-0.584455594061744,0.4082482904764989,0.6464610697028755
cc_align,100,gov,50,gov,1.3540363761688472,-0.5699797126292958,-3.7273609930925997,5.511351921855381,5.7413289331237225
cc_align,100,bible,1,flores,0.36408747392867663,-2.8984449005887583,-1.4698755727885104,0.4,0.4195235392680038
cc_align,100,bible,1,bible,36.30688193880278,-2.3167969040535312,0.8281148525318239,1.456021977856104,1.6721243972862796
cc_align,100,bible,1,gov,0.19018450542167753,-5.2206116635346405,-1.4974270465347077,0.3178049716414141,0.3193743884536434
cc_align,100,bible,10,flores,0.5445326204855521,-0.8117098981928714,-1.78703853434291,0.4527692569068709,0.490917508342708
cc_align,100,bible,10,bible,54.45254770005051,-1.739454979398723,0.7921736385084334,2.305211487044085,2.530414985678259
cc_align,100,bible,10,gov,0.2484293590468454,-4.071692349262834,-1.8870309605462063,0.3361547262794322,0.4207136793592525
cc_align,100,bible,25,flores,0.4820696433873312,-0.6028198070814232,-2.0133438148517704,0.49999999999999994,0.575325994545701
cc_align,100,bible,25,bible,60.7506193766337,-1.4964159174829568,0.7537905377455361,2.051828452868319,2.222386105057184
cc_align,100,bible,25,gov,0.23285162213389934,-2.6604080608776095,-2.169597513678016,0.4393176527297759,0.5805170109479997
gov,25,bible,1,flores,0.16492493030645167,-1.463078259106905,-2.409420839653207,0.49091750834534303,0.5069516742254556
gov,25,bible,1,bible,31.82125370491328,-2.089699159238866,0.6938668514854195,1.1734564329364774,1.207476707844858
gov,25,bible,1,gov,0.20897976064219942,-1.6310688671940976,-2.2214799617966796,0.46043457732885357,0.4774934554525357
gov,25,bible,10,flores,0.29606108764420724,-1.3829830868957969,-2.3499995722325098,0.5234500931320959,0.5683308895353102
gov,25,bible,10,bible,56.0790407219633,-1.8180987402130144,0.8367915795455634,2.1414948050368916,2.224185244058623
gov,25,bible,10,gov,0.5629636748113491,-1.181222146611213,-2.180147019322196,0.8203657720797474,1.0963576058921964
gov,25,bible,25,flores,0.22725530093667753,-0.654826630793664,-2.740724695301919,0.5215361924162117,0.5366563145999449
gov,25,bible,25,bible,59.60413787596247,-1.4967470478052518,0.7438033063401577,1.7734147850968185,1.8936736783221337
gov,25,bible,25,gov,0.5797500919976861,-1.2805491417442891,-2.2364468717764447,1.0867382389517728,1.5287249589113765
gov,1,bible,1,flores,0.10948493476408536,-5.460908589120007,-2.2990604753658155,0.4604345773288535,0.47749345545253286
gov,1,bible,1,bible,29.27708817893102,-2.9087745480732066,0.7668489517982917,1.4764823060233396,1.826472008840038
gov,1,bible,1,gov,0.26220207829436964,-4.115735232016368,-2.07167387198832,0.4909175083453431,0.6826419266462351
gov,1,bible,10,flores,0.2818771520595203,-3.4544760428389476,-2.165386659575778,0.3,0.3146426544510455
gov,1,bible,10,bible,52.84157499818848,-2.175485783827726,0.832182798659225,2.165409891914231,2.4037470748352945
gov,1,bible,10,gov,0.8443258154812139,-2.964817352039493,-1.8261608026233744,1.7564168070250297,2.4496938584441055
gov,1,bible,25,flores,0.2693773861665974,-2.0790859339319514,-2.409420839575714,0.42190046219457983,0.43243496620946686
gov,1,bible,25,bible,55.39701778562871,-1.689806602505262,0.6969907757725178,2.248999777678957,2.479314416243271
gov,1,bible,25,gov,1.0343694704007922,-3.04010755611842,-1.697543276687159,2.026079958935481,2.8637388149061356
gov,10,bible,1,flores,0.17147607329153688,-3.088656109955266,-2.2107347924036995,0.4604345773288535,0.4774934554526729
gov,10,bible,1,bible,29.862676458895958,-2.089012260038059,0.6507584587788884,1.0358571330062856,1.059245014141697
gov,10,bible,1,gov,0.1998500769510605,-2.653601878027144,-2.2355816423960304,0.4123105625617661,0.4135214625627067
gov,10,bible,10,flores,0.3073799872728323,-1.4086871556350264,-2.287441324177947,0.46043457732885357,0.4774934554525325
gov,10,bible,10,bible,52.54266696369876,-1.8656941958031084,0.7868553089729124,1.990226117806718,2.0789420385589135
gov,10,bible,10,gov,0.8019164418778298,-2.360434783096457,-1.8200226076375026,1.146298390472568,1.55016128191925
gov,10,bible,25,flores,0.28321947005842235,-0.798051496547337,-2.5197812039968053,0.4438468204234429,0.4449719092257397
gov,10,bible,25,bible,60.51426713664843,-1.5036680069901363,0.7657850850210187,2.008233054204616,2.1947665023773104
gov,10,bible,25,gov,1.013954070767731,-1.9769933915436075,-1.685367924498603,1.481215716902842,2.054020447795322
