c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.5560797103047899,0.5089260256364361,-0.019107099101637794,0.0002482107127296751,-1.4909299721295524,0.3748309803413999,0.38472239783094436,0.40264912530894237,0.2508245223679388,-0.11527486332783429,0.3862269966177751,6.736449175275494,6.836512130818003
